Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
204800,0.070243,0.643466,0.055859,0.027796,1.08,0.45,1.58,97;
204800,0.047382,0.628086,0.043161,0.021012,1.06,0.40,1.32,110;
204800,0.046610,0.610303,0.043185,0.020488,0.97,0.44,3.06,46;
204800,0.047001,0.698649,0.043200,0.020509,1.17,0.43,1.43,112;
204800,0.069251,0.715100,0.057377,0.027961,1.19,0.49,1.53,110;
204800,0.069956,0.638036,0.057352,0.027889,1.17,0.35,1.43,107;
204800,0.069526,0.629725,0.058477,0.027906,1.04,0.47,1.33,113;
204800,0.070349,0.630080,0.056573,0.027846,1.07,0.44,1.41,107;
204800,0.070080,0.695814,0.056923,0.027454,1.16,0.47,1.42,115;
204800,0.068528,0.622863,0.058425,0.027920,1.05,0.43,1.42,104;
204800,0.069351,0.630809,0.057425,0.027826,1.08,0.43,1.43,106;
204800,0.047680,0.717978,0.046334,0.020615,1.21,0.43,1.40,117;
204800,0.047049,0.679047,0.043048,0.019852,1.16,0.41,1.45,108;
204800,0.047154,0.698612,0.049656,0.020553,1.16,0.44,1.43,112;
204800,0.046990,0.615113,0.042975,0.020612,0.98,0.45,3.06,46;
204800,0.046807,0.688703,0.044612,0.020501,1.16,0.41,1.42,110;
204800,0.070339,0.640410,0.055899,0.027605,1.11,0.42,1.43,107;
204800,0.069934,0.720303,0.056976,0.028098,1.17,0.51,1.53,110;
204800,0.046592,0.688556,0.048245,0.020508,1.13,0.45,1.43,111;
204800,0.047150,0.683326,0.047649,0.020769,1.17,0.39,1.42,110;
204800,0.068932,0.631415,0.056035,0.027651,1.07,0.44,1.43,106;
204800,0.046957,0.688782,0.048473,0.020027,1.18,0.41,1.43,111;
204800,0.069971,0.648591,0.057837,0.028089,1.04,0.51,1.42,108;
204800,0.069641,0.627606,0.055320,0.027638,1.07,0.43,1.43,105;
204800,0.047455,0.739231,0.045616,0.020533,1.23,0.45,1.43,118;
