Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
204800,0.069203,0.589484,0.057353,0.029130,1.59,0.56,1.33,161;
204800,0.049954,0.690596,0.046483,0.022024,1.73,0.66,1.43,167;
204800,0.047095,0.620396,0.045913,0.021588,1.53,0.64,1.43,152;
204800,0.051826,0.560414,0.045704,0.021833,1.47,0.53,1.32,151;
204800,0.048527,0.569458,0.045027,0.022648,1.42,0.60,1.32,152;
204800,0.070399,0.617965,0.057865,0.029656,1.54,0.69,1.43,156;
204800,0.069629,0.586571,0.059013,0.029267,1.48,0.65,1.42,150;
204800,0.046954,0.562693,0.044835,0.021543,1.40,0.60,1.22,163;
204800,0.047818,0.550466,0.045962,0.021569,1.36,0.62,3.88,51;
204800,0.047230,0.628780,0.045865,0.022179,1.52,0.67,1.43,154;
204800,0.047689,0.607831,0.045823,0.021744,1.58,0.55,1.43,150;
204800,0.047384,0.566377,0.043826,0.021590,1.41,0.59,1.32,151;
204800,0.068718,0.579816,0.057350,0.029454,1.49,0.61,1.42,148;
204800,0.047190,0.573563,0.044238,0.022043,1.53,0.49,1.32,153;
204800,0.070127,0.690178,0.059024,0.029384,1.72,0.74,1.53,161;
204800,0.069088,0.571080,0.059475,0.029503,1.47,0.62,1.32,158;
204800,0.047378,0.556392,0.044570,0.021593,1.38,0.60,1.32,149;
204800,0.069572,0.574193,0.058915,0.029802,1.40,0.71,1.32,159;
204800,0.047115,0.638141,0.047341,0.021932,1.63,0.60,1.53,145;
204800,0.046729,0.553913,0.045292,0.021499,1.45,0.53,1.32,149;
204800,0.069118,0.648750,0.057400,0.029685,1.63,0.70,3.06,76;
204800,0.072346,0.652231,0.058193,0.028951,1.73,0.62,1.42,165;
204800,0.046375,0.640946,0.045908,0.021199,1.52,0.71,1.43,156;
204800,0.047312,0.621553,0.046051,0.022140,1.60,0.58,1.42,152;
204800,0.070115,0.583448,0.057017,0.029318,1.54,0.59,1.43,149;
