verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
1000000,0,0.025963,0.000200,0.000001,0.004792,0.03,0.00,0.03,100;
1000000,0,0.026022,0.000194,0.000001,0.004820,0.02,0.00,0.03,96;
1000000,0,0.025899,0.000250,0.000001,0.004829,0.03,0.00,0.03,100;
1000000,0,0.028089,0.000209,0.000001,0.004825,0.03,0.00,0.03,100;
1000000,0,0.025645,0.000207,0.000001,0.004843,0.02,0.00,0.03,96;
1000000,0,0.025479,0.000193,0.000000,0.004716,0.02,0.00,0.03,96;
1000000,0,0.025913,0.000170,0.000001,0.004912,0.03,0.00,0.03,100;
1000000,0,0.025437,0.000179,0.000001,0.004688,0.03,0.00,0.03,100;
1000000,0,0.025817,0.000197,0.000001,0.004794,0.02,0.00,0.03,96;
1000000,0,0.025638,0.000196,0.000001,0.004815,0.03,0.00,0.03,100;
1000000,0,0.025346,0.000186,0.000001,0.004689,0.02,0.00,0.03,96;
1000000,0,0.025955,0.000194,0.000000,0.004826,0.03,0.00,0.03,100;
1000000,0,0.025962,0.000192,0.000001,0.004811,0.03,0.00,0.03,100;
1000000,0,0.026038,0.000217,0.000001,0.004818,0.02,0.00,0.03,96;
1000000,0,0.025800,0.000217,0.000001,0.004886,0.02,0.00,0.03,96;
1000000,0,0.025691,0.000190,0.000001,0.004877,0.03,0.00,0.03,100;
1000000,0,0.025973,0.000216,0.000001,0.004853,0.02,0.00,0.03,96;
1000000,0,0.026001,0.000200,0.000001,0.004854,0.03,0.00,0.03,100;
1000000,0,0.025314,0.000328,0.000000,0.004718,0.03,0.00,0.03,100;
1000000,0,0.025879,0.000194,0.000000,0.004790,0.02,0.00,0.03,96;
1000000,0,0.027452,0.000198,0.000001,0.004795,0.03,0.00,0.03,100;
1000000,0,0.025795,0.000189,0.000001,0.004818,0.03,0.00,0.03,100;
1000000,0,0.025447,0.000181,0.000001,0.004670,0.03,0.00,0.03,100;
1000000,0,0.026062,0.000248,0.000001,0.004791,0.02,0.00,0.03,96;
1000000,0,0.025965,0.000210,0.000001,0.004876,0.02,0.00,0.03,96;
