verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
100352,0.040833,0.000736,1.319747,0.029336,0.030381,1.38,0.05,1.46,98;
100352,0.040398,0.000717,1.321155,0.030323,0.031029,1.39,0.04,1.45,98;
100352,0.040636,0.000692,1.319904,0.029266,0.030198,1.38,0.04,1.45,98;
100352,0.039931,0.000680,1.321558,0.029707,0.029412,1.38,0.04,1.45,98;
100352,0.040631,0.000695,1.320564,0.029917,0.030820,1.38,0.05,1.45,98;
100352,0.040629,0.000714,1.319967,0.029717,0.030819,1.40,0.03,1.46,98;
100352,0.045147,0.000663,1.318699,0.029117,0.028580,1.38,0.05,1.45,98;
100352,0.044716,0.000731,1.316902,0.029596,0.029651,1.38,0.05,1.45,98;
100352,0.041914,0.000641,1.321409,0.029274,0.028532,1.38,0.04,1.45,98;
100352,0.040430,0.000702,1.319433,0.029917,0.030951,1.39,0.04,1.45,98;
100352,0.044722,0.000645,1.323004,0.029144,0.029286,1.38,0.05,1.45,98;
100352,0.041527,0.000696,1.320360,0.029719,0.030881,1.38,0.05,1.45,98;
100352,0.039944,0.000666,1.317117,0.029167,0.028917,1.38,0.04,1.45,98;
100352,0.039528,0.000684,1.320542,0.029220,0.030738,1.39,0.03,1.45,98;
100352,0.042741,0.000834,1.319168,0.030173,0.030384,1.38,0.04,1.45,98;
100352,0.042164,0.000691,1.321912,0.029950,0.031106,1.38,0.05,1.46,98;
100352,0.041486,0.000690,1.322400,0.030062,0.029602,1.39,0.04,1.45,98;
100352,0.039572,0.000694,1.319726,0.029380,0.029966,1.39,0.03,1.45,98;
100352,0.040968,0.000669,1.319688,0.030112,0.030923,1.37,0.06,1.45,98;
100352,0.043708,0.000696,1.321277,0.030885,0.030615,1.39,0.04,1.45,98;
100352,0.039931,0.000657,1.319382,0.029737,0.029905,1.38,0.04,1.45,98;
100352,0.044000,0.000769,1.320345,0.029665,0.030416,1.39,0.04,1.46,98;
100352,0.041106,0.000693,1.323577,0.030739,0.030227,1.38,0.05,1.46,98;
100352,0.040219,0.000706,1.320903,0.029885,0.030455,1.39,0.04,1.45,98;
100352,0.040751,0.000665,1.320401,0.030095,0.030252,1.38,0.05,1.45,98;
100352,0.040504,0.000712,1.322686,0.030092,0.030564,1.39,0.04,1.45,98;
100352,0.043002,0.000696,1.318145,0.029488,0.030797,1.38,0.04,1.45,98;
100352,0.040558,0.000687,1.319697,0.028669,0.029753,1.36,0.06,1.45,98;
100352,0.040715,0.000733,1.322083,0.029961,0.030999,1.38,0.05,1.45,98;
100352,0.040569,0.000803,1.319359,0.029951,0.029318,1.38,0.05,1.45,98;
100352,0.040747,0.000787,1.322092,0.030123,0.032479,1.39,0.04,1.45,98;
100352,0.040028,0.000700,1.317278,0.029314,0.028747,1.38,0.04,1.45,98;
100352,0.040365,0.000685,1.327983,0.027915,0.029980,1.39,0.04,1.46,98;
100352,0.039075,0.000666,1.319855,0.029928,0.029782,1.38,0.04,1.45,98;
100352,0.039998,0.000689,1.321087,0.029448,0.030465,1.38,0.04,1.45,98;
100352,0.042048,0.000674,1.319431,0.029750,0.029859,1.38,0.04,1.45,98;
100352,0.040817,0.000791,1.322452,0.030425,0.030512,1.39,0.04,1.45,98;
100352,0.040310,0.000683,1.319845,0.029310,0.029402,1.39,0.04,1.45,98;
100352,0.040873,0.000701,1.321046,0.029950,0.030622,1.38,0.05,1.45,98;
100352,0.040531,0.000644,1.320623,0.029885,0.030060,1.38,0.04,1.45,98;
100352,0.040699,0.000717,1.319240,0.029867,0.031692,1.38,0.05,1.45,98;
100352,0.040188,0.000666,1.319429,0.029382,0.030339,1.39,0.04,1.45,98;
100352,0.041118,0.000761,1.323360,0.030003,0.031344,1.40,0.03,1.46,98;
100352,0.044727,0.000661,1.322207,0.029865,0.030219,1.39,0.04,1.46,98;
100352,0.043520,0.000690,1.319793,0.029444,0.030051,1.38,0.04,1.45,98;
100352,0.042072,0.000676,1.319576,0.030079,0.030531,1.39,0.04,1.45,98;
100352,0.040642,0.000689,1.322220,0.029871,0.030652,1.38,0.05,1.46,98;
100352,0.043269,0.000651,1.320915,0.030201,0.029924,1.38,0.05,1.46,98;
100352,0.044651,0.000712,1.320225,0.030205,0.031280,1.37,0.06,1.46,98;
100352,0.043399,0.000665,1.322599,0.028558,0.029085,1.38,0.04,1.45,98;
