verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.328306,0.015280,0.006010,9.752985,3.087584,14.19,1.06,15.27,99;
12500,2.318030,0.014752,0.006013,9.198271,2.872612,13.55,0.92,14.49,99;
12500,2.412014,0.015771,0.005993,10.481177,3.139111,15.06,1.05,16.16,99;
12500,2.375231,0.014865,0.006010,9.218637,2.859411,13.50,1.04,14.56,99;
12500,2.332240,0.014883,0.006012,9.357567,2.857713,13.54,1.09,14.65,99;
12500,2.320380,0.014888,0.006009,9.242508,2.859726,13.48,1.03,14.52,99;
12500,2.372492,0.015142,0.006048,9.585894,3.074499,14.08,1.03,15.14,99;
12500,2.367566,0.015774,0.006011,10.184713,3.122502,14.69,1.06,15.77,99;
12500,2.331964,0.014912,0.006010,9.355769,2.800432,13.53,1.04,14.59,99;
12500,2.328001,0.015017,0.006008,9.220376,2.808633,13.45,0.98,14.45,99;
12500,2.328269,0.014841,0.006009,9.313726,2.849029,13.58,0.99,14.59,99;
12500,2.323618,0.015205,0.006010,9.188634,2.864062,13.45,1.01,14.48,99;
12500,2.317119,0.015420,0.006013,9.763115,3.088095,14.28,0.98,15.27,99;
12500,2.325246,0.015393,0.006012,9.223809,2.862260,13.50,1.00,14.51,99;
12500,2.329195,0.015165,0.006007,9.519978,2.855192,13.70,1.08,14.81,99;
12500,2.328676,0.015031,0.005991,9.202793,2.862747,13.42,1.05,14.50,99;
12500,2.320996,0.015051,0.006011,9.389792,2.860056,13.61,1.05,14.68,99;
12500,2.373450,0.015649,0.006010,10.188259,3.130238,14.64,1.13,15.80,99;
12500,2.356458,0.015475,0.006012,10.052067,3.127157,14.51,1.10,15.64,99;
12500,3.268582,0.015362,0.006011,9.137682,2.807834,14.30,0.99,15.32,99;
12500,2.324385,0.015252,0.006013,9.569000,2.827147,13.70,1.10,14.82,99;
12500,2.356843,0.015660,0.006010,10.200268,3.128787,14.79,0.98,15.79,99;
12500,2.369445,0.015450,0.006042,10.135768,3.129319,14.67,1.05,15.75,99;
12500,2.355743,0.015585,0.006008,10.133921,3.118910,14.59,1.10,15.71,99;
12500,2.426916,0.015406,0.005939,9.763851,3.106905,14.31,1.07,15.40,99;
