verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
51200,25088,0.002072,0.000166,0.006651,1.600692,1.61,0.00,1.61,100;
51200,25088,0.002020,0.000182,0.006566,1.605320,1.61,0.00,1.61,99;
51200,25088,0.002061,0.000181,0.007055,1.604034,1.60,0.00,1.61,99;
51200,25088,0.002087,0.000197,0.006160,1.583937,1.58,0.00,1.59,99;
51200,25088,0.002033,0.000174,0.007020,1.595404,1.60,0.00,1.60,100;
51200,25088,0.002021,0.000166,0.006633,1.594731,1.60,0.00,1.60,100;
51200,25088,0.002109,0.000166,0.006404,1.588943,1.59,0.00,1.59,100;
51200,25088,0.002077,0.000193,0.006641,1.596027,1.60,0.00,1.60,100;
51200,25088,0.002085,0.000162,0.006530,1.594083,1.60,0.00,1.60,100;
51200,25088,0.002079,0.000175,0.006067,1.584455,1.59,0.00,1.59,100;
51200,25088,0.002077,0.000158,0.006237,1.585410,1.59,0.00,1.59,100;
51200,25088,0.002066,0.000180,0.006557,1.593047,1.60,0.00,1.60,100;
51200,25088,0.002070,0.000181,0.006058,1.595886,1.60,0.00,1.60,100;
51200,25088,0.002028,0.000183,0.006346,1.583004,1.58,0.00,1.59,100;
51200,25088,0.002048,0.000225,0.006128,1.583986,1.59,0.00,1.59,99;
51200,25088,0.002075,0.000162,0.006510,1.585433,1.59,0.00,1.59,100;
51200,25088,0.002086,0.000168,0.006195,1.585490,1.59,0.00,1.59,99;
51200,25088,0.002099,0.000158,0.006292,1.595244,1.60,0.00,1.60,100;
51200,25088,0.002046,0.000163,0.006070,1.579816,1.58,0.00,1.58,100;
51200,25088,0.002070,0.000199,0.006205,1.589646,1.59,0.00,1.59,100;
51200,25088,0.002114,0.000172,0.006253,1.590213,1.59,0.00,1.59,100;
51200,25088,0.002062,0.000155,0.006268,1.593872,1.59,0.00,1.60,99;
51200,25088,0.002123,0.000210,0.006506,1.586284,1.59,0.00,1.59,100;
51200,25088,0.002109,0.000179,0.006164,1.603358,1.61,0.00,1.61,100;
51200,25088,0.002095,0.000161,0.006228,1.598026,1.60,0.00,1.60,99;
