verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.355381,0.016252,0.003450,9.917486,3.177494,14.48,1.05,15.55,99;
12500,2.336237,0.015539,0.003451,9.780990,3.082138,14.26,1.02,15.30,99;
12500,2.452754,0.015875,0.003445,10.034289,3.176546,14.73,1.02,15.77,99;
12500,2.332463,0.015329,0.003441,9.161373,2.831983,13.35,1.05,14.43,99;
12500,2.343040,0.015562,0.003469,9.411537,2.851469,13.60,1.09,14.71,99;
12500,2.335090,0.015246,0.003310,9.154182,2.886862,13.44,1.02,14.48,99;
12500,2.387995,0.016387,0.003440,10.319651,3.178368,14.87,1.09,15.99,99;
12500,2.389211,0.016491,0.003441,10.249828,3.166014,14.75,1.13,15.92,99;
12500,2.331859,0.015598,0.003451,9.535213,3.077889,14.02,1.00,15.05,99;
12500,2.332626,0.015812,0.003442,9.192342,2.828959,13.43,1.00,14.46,99;
12500,2.343099,0.015897,0.003453,9.715150,3.073849,14.16,1.08,15.26,99;
12500,2.330919,0.015905,0.003473,9.593235,3.105077,14.07,1.04,15.13,99;
12500,2.389294,0.016067,0.003447,10.292813,3.175228,14.74,1.20,15.96,99;
12500,2.338065,0.015459,0.003429,9.241479,2.835703,13.43,1.07,14.51,99;
12500,2.342822,0.015761,0.003477,9.265798,2.842124,13.54,1.00,14.55,99;
12500,2.361512,0.016355,0.003447,10.173350,3.179354,14.76,1.03,15.82,99;
12500,2.380695,0.016005,0.003448,10.204068,3.172024,14.63,1.20,15.86,99;
12500,2.328279,0.015731,0.003450,9.206868,2.843196,13.42,1.04,14.48,99;
12500,2.335179,0.015827,0.003489,9.206906,2.865195,13.47,1.02,14.50,99;
12500,2.335921,0.016309,0.003450,10.362285,3.171808,14.90,1.06,15.97,99;
12500,2.329724,0.015951,0.003444,9.281602,2.881565,13.52,1.05,14.60,99;
12500,2.336288,0.015786,0.003484,9.148197,2.883947,13.39,1.06,14.47,99;
12500,2.386670,0.016411,0.003438,10.233783,3.178663,14.86,1.02,15.90,99;
12500,2.339539,0.015387,0.003450,9.235220,2.876874,13.55,0.98,14.55,99;
12500,2.334596,0.016121,0.003445,9.678321,3.110383,14.18,1.02,15.22,99;
