Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
409600,200704,0.053403,0.886231,0.044625,0.038520,0.889114,5.325953,0.055298,0.002075,10.37,2.42,8.79,145;
409600,200704,0.062175,1.273041,0.045376,0.038905,1.275944,5.229913,0.053886,0.002356,10.94,2.44,7.59,176;
409600,200704,0.066795,0.997415,0.045787,0.039502,1.000248,6.187741,0.053897,0.002048,11.88,2.90,73.33,20;
409600,200704,0.062759,1.152013,0.045709,0.039244,1.154887,5.279903,0.055101,0.002306,10.58,2.68,9.03,146;
409600,200704,0.045840,1.177355,0.044122,0.040209,1.180414,6.120195,0.054736,0.002330,13.94,3.82,9.93,178;
409600,200704,0.097554,1.003573,0.060921,0.054463,1.006687,5.243701,0.081005,0.002099,10.54,2.44,9.44,137;
409600,200704,0.098482,1.026483,0.058908,0.055090,1.029678,5.354451,0.082411,0.002255,10.56,2.72,7.57,175;
409600,200704,0.110249,0.895266,0.061015,0.055018,0.898569,5.321065,0.081369,0.002302,10.52,2.45,9.18,141;
409600,200704,0.089140,0.889406,0.059148,0.055052,0.892792,5.319954,0.080854,0.002289,10.44,2.44,7.15,180;
409600,200704,0.052175,1.543876,0.045483,0.039677,1.546744,5.328206,0.055398,0.002232,12.18,3.35,11.38,136;
409600,200704,0.055199,0.933984,0.044320,0.039030,0.936803,5.230470,0.055803,0.002457,10.27,2.41,7.08,179;
409600,200704,0.056242,0.743372,0.045272,0.040025,0.746332,5.298361,0.055620,0.002435,10.10,2.36,14.14,88;
409600,200704,0.051372,2.685408,0.050515,0.040878,2.688253,5.310715,0.055410,0.002379,7.91,1.13,8.82,102;
409600,200704,0.095395,0.831048,0.057997,0.055432,0.834316,5.266775,0.081975,0.002308,10.42,2.28,8.82,144;
409600,200704,0.097284,0.833515,0.060298,0.054126,0.836801,5.328484,0.082115,0.002296,10.28,2.55,7.07,181;
409600,200704,0.055184,0.945664,0.044662,0.038966,0.948495,5.350625,0.055742,0.002160,10.69,2.24,7.39,174;
409600,200704,0.059286,1.126898,0.046275,0.039057,1.129703,5.328754,0.056409,0.002079,10.60,2.70,8.82,150;
409600,200704,0.101492,0.799225,0.058354,0.054630,0.802492,5.330315,0.081605,0.002296,10.34,2.42,7.02,181;
409600,200704,0.097753,1.276712,0.062064,0.055103,1.280178,5.329476,0.083404,0.002579,10.79,2.91,7.49,183;
409600,200704,0.107077,1.160800,0.060943,0.055219,1.164087,5.316700,0.083943,0.002201,10.87,2.60,8.88,151;
409600,200704,0.051499,1.004602,0.046619,0.039238,1.007568,5.307378,0.055924,0.002165,10.32,2.66,7.19,180;
409600,200704,0.071947,0.807541,0.046400,0.040029,0.810372,5.303370,0.055690,0.002341,10.29,2.31,9.33,135;
409600,200704,0.096829,0.931277,0.059803,0.054375,0.934584,5.306792,0.083780,0.002247,10.35,2.61,7.21,179;
409600,200704,0.049078,1.032986,0.045557,0.039396,1.035888,5.323778,0.055295,0.002201,10.56,2.52,7.57,172;
409600,200704,0.058599,1.049570,0.045700,0.039202,1.052479,5.222591,0.055761,0.002390,10.37,2.55,8.60,150;
