Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,0.197649,1.352029,0.073633,0.000174,3.90,1.07,2.47,201;
150000,0.122840,1.264036,0.054546,0.000144,3.38,0.94,2.21,195;
150000,0.123660,1.259441,0.065118,0.000164,3.34,1.07,2.29,193;
150000,0.122722,1.272678,0.055195,0.000147,3.30,1.05,2.20,197;
150000,0.123628,1.160183,0.054067,0.000128,3.11,0.90,2.04,197;
150000,0.183708,1.067262,0.065815,0.000143,3.08,1.04,2.04,201;
150000,0.186866,1.070179,0.064581,0.000141,3.03,1.09,2.04,201;
150000,0.128477,1.091074,0.054573,0.000128,2.97,0.97,3.88,101;
150000,0.188948,1.255855,0.065806,0.000163,3.63,1.05,2.24,208;
150000,0.195162,1.070823,0.066569,0.000144,3.09,1.03,2.04,202;
150000,0.120812,1.239753,0.054364,0.000133,3.35,1.01,2.27,192;
150000,0.121390,1.238708,0.055064,0.000152,3.36,0.99,2.12,204;
150000,0.124348,1.241862,0.053803,0.000144,3.31,1.11,2.14,206;
150000,0.125231,1.256125,0.054376,0.000142,3.39,1.02,2.29,193;
150000,0.130969,1.687226,0.055274,0.000131,4.38,1.65,5.58,107;
150000,0.186370,1.077260,0.065568,0.000140,3.17,0.98,2.04,203;
150000,0.120800,1.141148,0.054103,0.000132,3.06,0.89,1.94,203;
150000,0.125559,1.246623,0.053709,0.000130,3.33,0.95,2.24,190;
150000,0.184669,1.069473,0.066416,0.000147,3.24,0.86,2.04,201;
150000,0.197388,1.278138,0.054512,0.000147,3.60,1.14,2.24,211;
150000,0.120950,1.143615,0.054908,0.000124,3.20,0.86,2.04,199;
150000,0.124034,1.162409,0.054816,0.000125,3.28,0.84,2.04,202;
150000,0.123200,1.150135,0.054565,0.000124,3.20,0.92,3.92,105;
150000,0.191900,1.080335,0.066116,0.000144,3.16,1.00,2.01,207;
150000,0.126419,1.250835,0.055053,0.000160,3.46,0.92,2.28,191;
