verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
1000000,0,0.026250,0.000187,0.000000,0.005044,0.02,0.00,0.03,96;
1000000,0,0.025952,0.000310,0.000001,0.004834,0.03,0.00,0.03,100;
1000000,0,0.025952,0.000190,0.000001,0.004840,0.02,0.00,0.03,96;
1000000,0,0.026081,0.000239,0.000001,0.004791,0.02,0.00,0.03,96;
1000000,0,0.025796,0.000191,0.000001,0.004869,0.03,0.00,0.03,100;
1000000,0,0.026163,0.000182,0.000001,0.004817,0.02,0.00,0.03,96;
1000000,0,0.025914,0.000181,0.000001,0.004775,0.02,0.00,0.03,96;
1000000,0,0.025708,0.000171,0.000001,0.004872,0.03,0.00,0.03,100;
1000000,0,0.025939,0.000189,0.000001,0.004812,0.02,0.00,0.03,96;
1000000,0,0.025694,0.000130,0.000001,0.004841,0.02,0.00,0.03,96;
1000000,0,0.026179,0.000177,0.000001,0.004870,0.03,0.00,0.03,100;
1000000,0,0.026294,0.000181,0.000000,0.004963,0.03,0.00,0.03,100;
1000000,0,0.026710,0.000195,0.000001,0.004914,0.02,0.00,0.03,100;
1000000,0,0.026001,0.000267,0.000001,0.004799,0.02,0.00,0.03,96;
1000000,0,0.026511,0.000136,0.000000,0.004895,0.02,0.00,0.03,93;
1000000,0,0.026500,0.000202,0.000001,0.005031,0.03,0.00,0.03,100;
1000000,0,0.026198,0.000213,0.000001,0.004931,0.03,0.00,0.03,100;
1000000,0,0.025375,0.000191,0.000001,0.004721,0.03,0.00,0.03,100;
1000000,0,0.025687,0.000193,0.000001,0.004847,0.02,0.00,0.03,96;
1000000,0,0.025375,0.000282,0.000000,0.004759,0.03,0.00,0.03,96;
1000000,0,0.025246,0.000158,0.000000,0.004756,0.02,0.00,0.03,96;
1000000,0,0.025195,0.000153,0.000000,0.004722,0.03,0.00,0.03,100;
1000000,0,0.025358,0.000186,0.000001,0.004697,0.02,0.00,0.03,96;
1000000,0,0.025945,0.000194,0.000000,0.004836,0.02,0.00,0.03,96;
1000000,0,0.025897,0.000172,0.000000,0.004879,0.02,0.00,0.03,96;
