vertices,init,destroy,tarjan,user,system,elapsed,pCPU
250000,0.147841,0.000220,0.063603,0.20,0.01,0.21,99;
250000,0.150974,0.000247,0.063982,0.19,0.02,0.21,99;
250000,0.149469,0.000220,0.063682,0.20,0.00,0.21,99;
250000,0.150563,0.000195,0.065502,0.20,0.01,0.21,99;
250000,0.149134,0.000220,0.064104,0.19,0.01,0.21,99;
250000,0.151905,0.000218,0.064633,0.20,0.01,0.21,99;
250000,0.149374,0.000215,0.064198,0.20,0.00,0.21,100;
250000,0.150211,0.000211,0.064077,0.19,0.02,0.21,100;
250000,0.149260,0.000221,0.063434,0.19,0.01,0.21,99;
250000,0.150448,0.000219,0.064361,0.18,0.02,0.21,100;
250000,0.150862,0.000245,0.063618,0.20,0.00,0.21,100;
250000,0.152219,0.000223,0.063831,0.20,0.01,0.21,100;
250000,0.150633,0.000278,0.064187,0.20,0.00,0.21,100;
250000,0.149446,0.000219,0.063666,0.19,0.01,0.21,99;
250000,0.150434,0.000215,0.064370,0.20,0.01,0.21,100;
250000,0.150013,0.000219,0.064278,0.20,0.01,0.21,100;
250000,0.148143,0.000217,0.063503,0.19,0.01,0.21,100;
250000,0.149835,0.000223,0.063467,0.19,0.02,0.21,99;
250000,0.149944,0.000218,0.063597,0.18,0.03,0.21,99;
250000,0.151073,0.000202,0.064745,0.20,0.01,0.21,100;
250000,0.150447,0.000212,0.064029,0.20,0.00,0.21,100;
250000,0.149260,0.000219,0.063819,0.19,0.01,0.21,99;
250000,0.150105,0.000225,0.064486,0.18,0.03,0.21,100;
250000,0.153530,0.000221,0.064720,0.20,0.01,0.22,100;
250000,0.149334,0.000214,0.063692,0.20,0.00,0.21,99;
250000,0.149828,0.000221,0.063567,0.20,0.00,0.21,99;
250000,0.150198,0.000231,0.063873,0.20,0.01,0.21,99;
250000,0.149309,0.000223,0.063849,0.19,0.01,0.21,99;
250000,0.148596,0.000217,0.064452,0.19,0.01,0.21,99;
250000,0.149873,0.000228,0.063870,0.19,0.01,0.21,99;
250000,0.149900,0.000199,0.063318,0.20,0.00,0.21,99;
250000,0.151383,0.000231,0.064954,0.20,0.01,0.21,99;
250000,0.149685,0.000213,0.063939,0.19,0.01,0.21,99;
250000,0.150654,0.000249,0.064943,0.21,0.00,0.21,100;
250000,0.149378,0.000194,0.063978,0.19,0.02,0.21,99;
250000,0.148507,0.000210,0.064027,0.20,0.00,0.21,100;
250000,0.147910,0.000215,0.063446,0.19,0.02,0.21,100;
250000,0.150516,0.000223,0.063757,0.20,0.01,0.21,100;
250000,0.148069,0.000222,0.063431,0.19,0.01,0.21,100;
250000,0.150498,0.000220,0.063826,0.19,0.01,0.21,99;
250000,0.150034,0.000218,0.063926,0.20,0.01,0.21,100;
250000,0.149138,0.000224,0.063618,0.19,0.01,0.21,99;
250000,0.151047,0.000214,0.064244,0.20,0.01,0.21,99;
250000,0.149930,0.000213,0.063839,0.19,0.01,0.21,99;
250000,0.149778,0.000212,0.063585,0.20,0.01,0.21,99;
250000,0.150416,0.000230,0.063842,0.20,0.01,0.21,100;
250000,0.150393,0.000224,0.065064,0.20,0.01,0.21,100;
250000,0.149389,0.000214,0.063987,0.19,0.01,0.21,99;
250000,0.149034,0.000225,0.063321,0.20,0.01,0.21,100;
250000,0.150316,0.000222,0.063468,0.19,0.02,0.21,99;
250000,0.149995,0.000265,0.064036,0.17,0.03,0.21,99;
250000,0.150148,0.000218,0.063462,0.19,0.01,0.21,99;
250000,0.150590,0.000210,0.064281,0.18,0.02,0.21,100;
250000,0.150671,0.000221,0.063678,0.20,0.01,0.21,100;
250000,0.149629,0.000221,0.063928,0.19,0.01,0.21,99;
250000,0.147953,0.000239,0.063524,0.18,0.02,0.21,99;
250000,0.151941,0.000223,0.064822,0.19,0.02,0.21,99;
250000,0.150961,0.000222,0.063501,0.20,0.00,0.21,100;
250000,0.149500,0.000218,0.063784,0.19,0.01,0.21,99;
250000,0.148833,0.000217,0.063501,0.21,0.00,0.21,100;
250000,0.150292,0.000220,0.063545,0.21,0.00,0.21,99;
250000,0.150326,0.000220,0.064481,0.18,0.02,0.21,99;
250000,0.150533,0.000217,0.063507,0.21,0.00,0.21,99;
250000,0.149422,0.000216,0.063822,0.21,0.00,0.21,99;
250000,0.149242,0.000229,0.063829,0.19,0.02,0.21,99;
250000,0.151544,0.000218,0.063875,0.20,0.01,0.21,99;
250000,0.150510,0.000217,0.064046,0.19,0.02,0.21,100;
250000,0.150724,0.000216,0.063532,0.20,0.01,0.21,100;
250000,0.149739,0.000217,0.063677,0.19,0.01,0.21,99;
250000,0.150804,0.000207,0.065419,0.19,0.01,0.21,99;
250000,0.149915,0.000233,0.063555,0.19,0.02,0.21,99;
250000,0.149704,0.000193,0.064370,0.19,0.01,0.21,99;
250000,0.149440,0.000226,0.064333,0.19,0.01,0.21,99;
250000,0.149645,0.000223,0.063725,0.20,0.00,0.21,99;
250000,0.150404,0.000219,0.063567,0.18,0.02,0.21,99;
250000,0.150796,0.000244,0.064808,0.20,0.01,0.21,99;
250000,0.149287,0.000219,0.063833,0.19,0.01,0.21,99;
250000,0.149506,0.000194,0.063789,0.20,0.00,0.21,99;
250000,0.149899,0.000215,0.064309,0.19,0.02,0.21,99;
250000,0.149234,0.000223,0.063638,0.20,0.01,0.21,100;
250000,0.149280,0.000217,0.063959,0.19,0.01,0.21,99;
250000,0.149708,0.000225,0.063752,0.20,0.01,0.21,99;
250000,0.148174,0.000229,0.063569,0.20,0.01,0.21,100;
250000,0.151544,0.000218,0.065739,0.19,0.01,0.21,99;
250000,0.152638,0.000222,0.065106,0.21,0.00,0.21,100;
250000,0.150998,0.000209,0.063631,0.19,0.02,0.21,100;
250000,0.151136,0.000213,0.064773,0.18,0.03,0.21,100;
250000,0.149378,0.000242,0.063759,0.21,0.00,0.21,99;
250000,0.151363,0.000248,0.063638,0.20,0.01,0.21,100;
250000,0.153830,0.000220,0.064689,0.20,0.02,0.22,100;
250000,0.149506,0.000213,0.063711,0.19,0.01,0.21,99;
250000,0.148082,0.000226,0.063608,0.20,0.01,0.21,100;
250000,0.151838,0.000209,0.063738,0.20,0.00,0.21,100;
250000,0.148513,0.000272,0.063758,0.19,0.01,0.21,99;
250000,0.155711,0.000227,0.065055,0.20,0.01,0.22,100;
250000,0.152717,0.000221,0.065195,0.20,0.01,0.21,99;
250000,0.150867,0.000225,0.065565,0.20,0.01,0.21,99;
250000,0.149189,0.000224,0.063709,0.20,0.01,0.21,100;
250000,0.150888,0.000219,0.063752,0.20,0.00,0.21,100;
250000,0.148442,0.000220,0.063774,0.19,0.02,0.21,99;
