verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
150000,71094,0.005860,0.000116,0.036845,11.860765,11.89,0.00,11.91,99;
150000,71094,0.005977,0.000114,0.036165,11.776333,11.80,0.01,11.82,99;
150000,71094,0.005976,0.000108,0.036178,11.693482,11.72,0.00,11.73,99;
150000,71094,0.006001,0.000111,0.035576,11.645193,11.68,0.00,11.68,100;
150000,71094,0.005919,0.000112,0.035578,11.521125,11.55,0.01,11.56,99;
150000,71094,0.006054,0.000109,0.035778,11.650637,11.68,0.01,11.69,99;
150000,71094,0.006014,0.000129,0.035472,11.640081,11.67,0.00,11.68,99;
150000,71094,0.005913,0.000101,0.036022,11.674667,11.71,0.00,11.71,99;
150000,71094,0.005878,0.000112,0.036296,11.657080,11.69,0.00,11.70,99;
150000,71094,0.005820,0.000109,0.035764,11.727285,11.76,0.00,11.77,100;
150000,71094,0.006885,0.000112,0.035367,11.635397,11.67,0.00,11.67,99;
150000,71094,0.005834,0.000112,0.036609,11.708865,11.74,0.00,11.75,99;
150000,71094,0.005994,0.000103,0.037071,11.802447,11.83,0.01,11.85,99;
150000,71094,0.005892,0.000112,0.035612,11.657310,11.69,0.00,11.70,100;
150000,71094,0.005953,0.000106,0.035465,11.637424,11.67,0.00,11.68,100;
150000,71094,0.005893,0.000116,0.036385,11.629152,11.66,0.01,11.67,99;
150000,71094,0.005986,0.000111,0.035335,11.606612,11.63,0.01,11.64,99;
150000,71094,0.005927,0.000101,0.035649,11.627012,11.66,0.00,11.67,99;
150000,71094,0.005982,0.000113,0.035847,11.612136,11.64,0.00,11.65,99;
150000,71094,0.005999,0.000115,0.036011,11.704366,11.72,0.02,11.74,99;
150000,71094,0.005884,0.000114,0.035658,11.765104,11.79,0.00,11.80,99;
150000,71094,0.005983,0.000111,0.035362,11.642613,11.67,0.00,11.68,100;
150000,71094,0.005898,0.000101,0.035388,11.584249,11.61,0.01,11.62,99;
150000,71094,0.005917,0.000104,0.035553,11.605241,11.63,0.00,11.64,99;
150000,71094,0.005951,0.000113,0.036346,11.723214,11.75,0.00,11.76,99;
