Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
500000,236518,0.060100,2.405339,0.135867,0.000309,2.405451,12.255998,0.163921,0.000417,29.58,0.30,17.02,175;
500000,236518,0.094075,1.793114,0.156375,0.000371,1.793242,12.275056,0.167068,0.000534,28.52,0.23,14.69,195;
500000,236518,0.107397,1.780564,0.153470,0.000375,1.780688,12.314263,0.167471,0.000548,28.55,0.28,16.51,174;
500000,236518,0.047049,2.372628,0.133825,0.000346,2.372736,12.273995,0.153344,0.000465,29.55,0.23,15.19,196;
500000,236518,0.098851,1.793149,0.126702,0.000341,1.793280,12.344908,0.153224,0.000446,28.59,0.29,16.54,174;
500000,236518,0.047003,2.381777,0.133015,0.000316,2.381889,12.263627,0.149114,0.000381,29.53,0.27,15.21,195;
500000,236518,0.061017,2.367432,0.133035,0.000306,2.367542,12.266576,0.152583,0.000446,29.51,0.29,17.00,175;
500000,236518,0.050905,2.371136,0.132695,0.000350,2.371253,12.293459,0.148419,0.000363,29.56,0.26,15.21,196;
500000,236518,0.063139,1.814665,0.127019,0.000316,1.814804,12.362499,0.151430,0.000432,28.65,0.23,16.22,177;
500000,236518,0.067304,2.373452,0.133658,0.000346,2.373562,12.289181,0.151744,0.000415,29.59,0.27,16.73,178;
500000,236518,0.104849,1.780565,0.154111,0.000369,1.780697,12.334764,0.168492,0.000571,28.64,0.24,16.73,172;
500000,236518,0.046306,2.392239,0.134537,0.000307,2.392348,12.307158,0.152452,0.000429,29.62,0.27,15.21,196;
500000,236518,0.107812,1.798948,0.153260,0.000371,1.799088,12.280019,0.170448,0.000583,28.54,0.27,16.49,174;
500000,236518,0.045448,2.378724,0.133118,0.000356,2.378831,12.313217,0.149575,0.000363,29.64,0.23,15.22,196;
500000,236518,0.058261,2.364336,0.133905,0.000349,2.364441,12.290700,0.158370,0.000433,29.58,0.29,17.05,175;
500000,236518,0.056306,2.619651,0.149859,0.000352,2.619765,12.317104,0.162981,0.000430,30.12,0.28,15.50,196;
500000,236518,0.062846,2.372256,0.134547,0.000344,2.372373,12.296222,0.153599,0.000434,29.62,0.26,17.02,175;
500000,236518,0.047840,1.864995,0.131027,0.000327,1.865133,12.296935,0.150216,0.000449,28.59,0.21,14.71,195;
500000,236518,0.054978,1.795880,0.126647,0.000310,1.796016,12.323111,0.151866,0.000440,28.55,0.20,16.48,174;
500000,236518,0.047447,2.370840,0.133278,0.000353,2.370952,12.314445,0.151507,0.000487,29.55,0.31,15.19,196;
500000,236518,0.094729,1.876141,0.131849,0.000326,1.876278,12.276913,0.150382,0.000447,28.62,0.30,16.55,174;
500000,236518,0.050923,2.376702,0.134704,0.000353,2.376812,12.291521,0.152811,0.000363,29.57,0.26,15.21,196;
500000,236518,0.102878,1.791469,0.156021,0.000371,1.791582,12.295622,0.170077,0.000533,28.55,0.28,16.19,177;
500000,236518,0.115846,1.779496,0.152863,0.000387,1.779617,12.288984,0.169745,0.000562,28.53,0.28,18.48,155;
500000,236518,0.095689,1.799242,0.154644,0.000379,1.799372,12.256359,0.170130,0.000536,28.46,0.29,14.65,196;
