verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
0,0.058426,0.000452,0.000622,0.000827,0.000001,0.03,0.04,0.09,76;
0,0.061964,0.000501,0.000620,0.000824,0.000001,0.03,0.04,0.07,97;
0,0.060980,0.000450,0.000621,0.000828,0.000001,0.02,0.04,0.08,96;
0,0.057489,0.000379,0.000623,0.000806,0.000001,0.03,0.03,0.09,76;
0,0.063535,0.000450,0.000631,0.000833,0.000001,0.03,0.04,0.08,96;
0,0.058294,0.000375,0.000622,0.000822,0.000001,0.03,0.03,0.09,76;
0,0.060456,0.000453,0.000623,0.000824,0.000001,0.03,0.03,0.07,97;
0,0.058672,0.000384,0.000621,0.000827,0.000001,0.03,0.04,0.10,72;
0,0.060174,0.000416,0.000619,0.000822,0.000000,0.02,0.05,0.07,97;
0,0.060811,0.000380,0.000620,0.000824,0.000002,0.03,0.04,0.07,97;
0,0.058657,0.000379,0.000620,0.000822,0.000001,0.02,0.04,0.09,74;
0,0.059589,0.000370,0.000617,0.000823,0.000001,0.03,0.03,0.09,77;
0,0.058943,0.000491,0.000618,0.000826,0.000001,0.02,0.04,0.09,78;
0,0.063879,0.000374,0.000622,0.000823,0.000001,0.02,0.04,0.07,96;
0,0.058764,0.000464,0.000619,0.000828,0.000001,0.02,0.04,0.07,97;
0,0.062505,0.000452,0.000621,0.000824,0.000001,0.02,0.04,0.07,96;
0,0.061117,0.000454,0.000624,0.000844,0.000001,0.04,0.03,0.07,97;
0,0.060582,0.000379,0.000619,0.000836,0.000001,0.02,0.05,0.08,97;
0,0.060874,0.000383,0.000622,0.000824,0.000001,0.03,0.03,0.09,78;
0,0.061038,0.000451,0.000622,0.000825,0.000001,0.03,0.04,0.08,96;
0,0.059357,0.000456,0.000620,0.000826,0.000001,0.03,0.04,0.07,96;
0,0.059397,0.000452,0.000619,0.000852,0.000001,0.04,0.02,0.07,96;
0,0.059486,0.000590,0.000624,0.000844,0.000001,0.03,0.03,0.09,77;
0,0.058222,0.000376,0.000619,0.000808,0.000001,0.03,0.03,0.09,77;
0,0.065949,0.000377,0.000622,0.000824,0.000001,0.03,0.04,0.08,95;
