verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
150000,71094,0.006045,0.000093,0.035545,11.634646,11.67,0.00,11.67,99;
150000,71094,0.006300,0.000115,0.035443,11.564960,11.59,0.00,11.60,99;
150000,71094,0.005989,0.000113,0.036229,11.593770,11.63,0.00,11.63,100;
150000,71094,0.006068,0.000112,0.035182,11.721887,11.74,0.01,11.76,99;
150000,71094,0.005821,0.000116,0.036767,11.800999,11.84,0.00,11.85,99;
150000,71094,0.005978,0.000112,0.035247,11.579368,11.62,0.00,11.62,99;
150000,71094,0.006038,0.000108,0.035617,11.600866,11.63,0.00,11.64,99;
150000,71094,0.006048,0.000103,0.035469,11.591903,11.62,0.01,11.63,99;
150000,71094,0.005957,0.000113,0.036478,11.907072,11.93,0.01,11.96,99;
150000,71094,0.006016,0.000113,0.035688,11.623411,11.65,0.00,11.66,99;
150000,71094,0.005930,0.000106,0.035349,11.608063,11.64,0.00,11.65,99;
150000,71094,0.005859,0.000112,0.036295,11.790727,11.82,0.00,11.83,99;
150000,71094,0.006003,0.000111,0.036406,11.717342,11.74,0.01,11.76,100;
150000,71094,0.005933,0.000105,0.035956,11.679340,11.71,0.00,11.72,99;
150000,71094,0.005840,0.000120,0.036170,11.683368,11.71,0.01,11.73,99;
150000,71094,0.005851,0.000116,0.035448,11.609899,11.64,0.01,11.65,99;
150000,71094,0.005826,0.000110,0.036102,11.493719,11.52,0.01,11.54,99;
150000,71094,0.005958,0.000118,0.036026,11.581403,11.61,0.00,11.62,99;
150000,71094,0.005995,0.000112,0.036188,11.582364,11.61,0.00,11.62,99;
150000,71094,0.006096,0.000112,0.035218,11.600534,11.64,0.00,11.64,100;
150000,71094,0.005884,0.000109,0.036621,11.559124,11.59,0.01,11.62,99;
150000,71094,0.005875,0.000114,0.036442,11.730881,11.77,0.00,11.79,99;
150000,71094,0.005855,0.000110,0.037084,11.734826,11.77,0.00,11.78,99;
150000,71094,0.006009,0.000109,0.035405,11.566438,11.60,0.00,11.60,99;
150000,71094,0.005945,0.000109,0.035913,11.567900,11.60,0.00,11.61,99;
