Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.115696,0.000000,0.000000,0.000000,0.000103,0.001910,0.001589,0.000617,0.23,0.11,2.26,15;
1000000,0,0.053553,0.000000,0.000000,0.000000,0.000074,0.001880,0.000824,0.000367,0.12,0.07,0.36,54;
1000000,0,0.052965,0.000001,0.000000,0.000000,0.000078,0.001882,0.000834,0.000370,0.13,0.06,0.35,55;
1000000,0,0.106872,0.000000,0.000000,0.000000,0.000106,0.001911,0.001584,0.000591,0.21,0.11,0.44,75;
1000000,0,0.108377,0.000000,0.000000,0.000000,0.000114,0.001910,0.001583,0.000517,0.22,0.10,0.42,77;
1000000,0,0.102325,0.000000,0.000000,0.000000,0.000086,0.001876,0.000827,0.000460,0.19,0.10,0.40,73;
1000000,0,0.102372,0.000000,0.000000,0.000000,0.000112,0.001911,0.001584,0.000490,0.18,0.11,0.41,72;
1000000,0,0.054950,0.000000,0.000000,0.000000,0.000204,0.001878,0.000824,0.000359,0.13,0.07,0.35,56;
1000000,0,0.054037,0.000000,0.000000,0.000000,0.000075,0.001879,0.000829,0.000368,0.13,0.06,0.35,56;
1000000,0,0.103482,0.000001,0.000000,0.000000,0.000106,0.001908,0.001584,0.000489,0.21,0.11,0.43,74;
1000000,0,0.103546,0.000000,0.000000,0.000000,0.000105,0.001908,0.001583,0.000493,0.18,0.12,0.41,73;
1000000,0,0.052881,0.000000,0.000000,0.000000,0.000074,0.001878,0.000829,0.002161,0.13,0.06,0.35,56;
1000000,0,0.107353,0.000001,0.000000,0.000000,0.000102,0.001911,0.001591,0.000515,0.19,0.11,0.41,74;
1000000,0,0.054383,0.000000,0.000000,0.000000,0.000198,0.001876,0.000829,0.000442,0.11,0.08,0.35,56;
1000000,0,0.109754,0.000000,0.000000,0.000000,0.000104,0.001913,0.001591,0.000528,0.23,0.10,0.44,76;
1000000,0,0.053969,0.000000,0.000000,0.000000,0.000198,0.001873,0.000825,0.000457,0.14,0.05,0.35,56;
1000000,0,0.099826,0.000000,0.000000,0.000000,0.000109,0.001958,0.001584,0.000513,0.21,0.09,0.42,72;
1000000,0,0.106047,0.000001,0.000000,0.000000,0.000101,0.001909,0.001588,0.000517,0.19,0.10,0.40,75;
1000000,0,0.102718,0.000000,0.000000,0.000000,0.000101,0.001910,0.001584,0.000486,0.18,0.11,0.41,72;
1000000,0,0.108617,0.000000,0.000000,0.000000,0.000105,0.001910,0.001586,0.000523,0.21,0.10,0.41,75;
1000000,0,0.102910,0.000001,0.000000,0.000000,0.000105,0.001916,0.001584,0.000529,0.18,0.11,0.41,73;
1000000,0,0.108301,0.000000,0.000000,0.000000,0.000106,0.001912,0.001588,0.000473,0.21,0.12,0.44,75;
1000000,0,0.104580,0.000001,0.000000,0.000000,0.000105,0.001907,0.001584,0.000517,0.21,0.10,0.44,73;
1000000,0,0.055424,0.000000,0.000000,0.000000,0.000076,0.001877,0.000808,0.000358,0.13,0.06,0.36,55;
1000000,0,0.107757,0.000000,0.000000,0.000000,0.000102,0.001911,0.001583,0.000492,0.22,0.10,0.44,75;
