Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.058113,0.000000,0.000000,0.000000,0.000189,0.001877,0.000807,0.000431,0.12,0.12,0.75,32;
1000000,0,0.058222,0.000000,0.000000,0.000000,0.000112,0.001877,0.000817,0.000403,0.14,0.09,0.71,34;
1000000,0,0.108436,0.000000,0.000000,0.000000,0.000162,0.001913,0.001587,0.000521,0.16,0.18,0.71,48;
1000000,0,0.055045,0.000001,0.000000,0.000000,0.000149,0.001875,0.000828,0.000369,0.12,0.11,0.70,33;
1000000,0,0.054584,0.000000,0.000000,0.000000,0.000112,0.001883,0.000829,0.000370,0.11,0.12,0.71,33;
1000000,0,0.111461,0.000001,0.000000,0.000000,0.000175,0.001916,0.001584,0.000548,0.20,0.17,0.81,47;
1000000,0,0.107718,0.000000,0.000000,0.000000,0.000176,0.001913,0.001584,0.000512,0.19,0.17,0.91,40;
1000000,0,0.062332,0.000000,0.000000,0.000000,0.000116,0.001874,0.000813,0.000380,0.15,0.12,2.87,9;
1000000,0,0.054537,0.000000,0.000000,0.000000,0.000112,0.001878,0.000806,0.000368,0.14,0.10,0.99,24;
1000000,0,0.103762,0.000000,0.000000,0.000000,0.000187,0.001908,0.001584,0.000514,0.17,0.15,0.76,42;
1000000,0,0.102185,0.000000,0.000000,0.000000,0.000153,0.001911,0.001596,0.000493,0.17,0.15,0.77,43;
1000000,0,0.054203,0.000000,0.000000,0.000000,0.000147,0.001880,0.000812,0.000373,0.13,0.11,0.70,34;
1000000,0,0.058810,0.000000,0.000000,0.000000,0.000158,0.001878,0.000823,0.000338,0.14,0.12,0.83,31;
1000000,0,0.060230,0.000001,0.000000,0.000000,0.000148,0.001876,0.000807,0.000533,0.15,0.11,0.71,38;
1000000,0,0.106440,0.000000,0.000000,0.000000,0.000162,0.001903,0.001583,0.000514,0.18,0.16,0.79,43;
1000000,0,0.109461,0.000000,0.000000,0.000000,0.000167,0.001918,0.001583,0.000484,0.22,0.13,0.71,50;
1000000,0,0.109443,0.000000,0.000000,0.000000,0.000167,0.001912,0.001588,0.000541,0.22,0.12,0.78,44;
1000000,0,0.105683,0.000000,0.000000,0.000000,0.000192,0.001913,0.001583,0.000506,0.16,0.17,0.74,46;
1000000,0,0.053888,0.000000,0.000000,0.000000,0.000111,0.001879,0.000805,0.000370,0.13,0.09,0.70,32;
1000000,0,0.057911,0.000001,0.000000,0.000000,0.000159,0.001873,0.000827,0.000381,0.14,0.11,0.72,34;
1000000,0,0.054839,0.000000,0.000000,0.000000,0.000140,0.001881,0.000828,0.000571,0.14,0.09,0.70,33;
1000000,0,0.103981,0.000001,0.000000,0.000000,0.000190,0.001912,0.001588,0.000442,0.15,0.18,0.82,41;
1000000,0,0.057759,0.000000,0.000000,0.000000,0.000151,0.001883,0.000826,0.000459,0.14,0.10,0.61,40;
1000000,0,0.109735,0.000001,0.000000,0.000000,0.000190,0.001904,0.001588,0.000516,0.17,0.20,0.81,45;
1000000,0,0.053836,0.000000,0.000000,0.000000,0.000141,0.001876,0.000809,0.000341,0.12,0.12,0.72,35;
