Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
250000,118498,0.047885,0.584991,0.048677,0.000246,0.585115,3.165139,0.043661,0.000208,8.97,2.92,4.72,251;
250000,118498,0.091866,0.914344,0.058686,0.000244,0.914471,3.142816,0.062205,0.000292,9.79,3.57,5.34,250;
250000,118498,0.097820,0.577503,0.058088,0.000238,0.577646,3.145931,0.061978,0.000382,9.15,2.89,6.57,183;
250000,118498,0.085900,0.526889,0.058077,0.000233,0.527008,3.131945,0.062600,0.000283,8.79,2.93,4.62,253;
250000,118498,0.044896,1.066741,0.048784,0.000216,1.066843,3.147460,0.042671,0.000264,10.16,3.57,5.54,247;
250000,118498,0.094882,0.704640,0.060141,0.000264,0.704773,3.130171,0.062795,0.000367,9.33,3.08,6.57,188;
250000,118498,0.042281,1.125630,0.049984,0.000231,1.125736,3.119134,0.045681,0.000233,10.16,3.50,5.44,251;
250000,118498,0.052888,0.677233,0.048962,0.000261,0.677354,3.163081,0.043921,0.000242,9.38,3.21,5.24,240;
250000,118498,0.058313,0.542463,0.049831,0.000221,0.542572,3.152994,0.045173,0.000282,8.84,2.95,6.67,176;
250000,118498,0.092763,0.527071,0.058257,0.000261,0.527200,3.127931,0.062789,0.000313,8.74,2.96,4.62,253;
250000,118498,0.094101,0.590503,0.060300,0.000249,0.590650,3.126503,0.060507,0.000311,8.86,3.01,4.83,245;
250000,118498,0.056753,1.106958,0.048978,0.000204,1.107067,3.165218,0.042295,0.000287,10.13,3.76,7.59,182;
250000,118498,0.049439,1.105688,0.048677,0.000212,1.105799,3.145009,0.042696,0.000235,10.10,3.54,5.34,255;
250000,118498,0.057001,0.569877,0.048086,0.000219,0.570044,3.115496,0.043049,0.000216,8.76,2.93,4.72,247;
250000,118498,0.044992,0.677188,0.048242,0.000211,0.677312,3.166738,0.042603,0.000281,9.42,3.04,6.88,181;
250000,118498,0.054786,1.507931,0.064888,0.000284,1.508086,3.139068,0.065400,0.000296,11.25,3.82,6.06,248;
250000,118498,0.091320,1.101228,0.057913,0.000235,1.101365,3.140798,0.062513,0.000267,10.46,3.45,5.54,250;
250000,118498,0.045473,0.662657,0.048407,0.000255,0.662778,3.149041,0.042378,0.000340,9.14,3.21,6.57,188;
250000,118498,0.043892,0.752100,0.048732,0.000219,0.752209,3.158777,0.043399,0.000211,9.57,3.26,5.14,249;
250000,118498,0.099539,1.180453,0.058535,0.000261,1.180572,3.142832,0.062602,0.000292,10.53,3.77,5.54,257;
250000,118498,0.049105,0.525843,0.049620,0.000217,0.525953,3.143761,0.046066,0.000279,9.01,2.93,6.57,181;
250000,118498,0.056501,0.579351,0.049203,0.000221,0.579472,3.119781,0.043259,0.000253,9.10,2.95,4.92,244;
250000,118498,0.056966,0.679466,0.049788,0.000251,0.679575,3.134653,0.042365,0.000229,9.18,3.04,5.25,232;
250000,118498,0.076046,0.518458,0.048730,0.000216,0.518574,3.145161,0.043941,0.000244,8.85,2.86,4.93,237;
250000,118498,0.047950,1.084425,0.049617,0.000221,1.084538,3.147560,0.045593,0.000298,10.14,3.52,6.98,195;
