verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
409600,200704,0.016661,0.000899,0.051608,100.666265,100.71,0.01,100.75,99;
409600,200704,0.016977,0.001034,0.052036,101.925534,101.97,0.02,102.00,99;
409600,200704,0.016837,0.001050,0.052123,101.369537,101.42,0.01,101.44,99;
409600,200704,0.016754,0.000969,0.050817,101.580890,101.63,0.01,101.65,99;
409600,200704,0.016929,0.001054,0.052327,101.254271,101.30,0.02,101.32,99;
409600,200704,0.016850,0.001041,0.052734,102.063458,102.10,0.02,102.14,99;
409600,200704,0.016852,0.000966,0.052304,101.215662,101.28,0.00,101.29,99;
409600,200704,0.016746,0.000995,0.050590,101.779026,101.83,0.01,101.85,99;
409600,200704,0.016857,0.001014,0.050958,101.839257,101.85,0.05,101.91,99;
409600,200704,0.016699,0.000977,0.051730,101.528909,101.54,0.05,101.60,99;
409600,200704,0.016634,0.001014,0.051054,101.777767,101.79,0.05,101.85,99;
409600,200704,0.016860,0.000987,0.052153,101.721519,101.75,0.03,101.79,99;
409600,200704,0.016837,0.000968,0.051334,101.680927,101.70,0.05,101.75,99;
409600,200704,0.016758,0.001017,0.051669,101.570094,101.59,0.04,101.64,99;
409600,200704,0.016797,0.000959,0.052203,101.415653,101.43,0.05,101.49,99;
409600,200704,0.016753,0.001029,0.051797,101.343399,101.34,0.06,101.41,99;
409600,200704,0.016856,0.000995,0.051123,101.714035,101.76,0.02,101.79,99;
409600,200704,0.016826,0.001053,0.052046,101.973521,101.96,0.07,102.04,99;
409600,200704,0.016494,0.000943,0.051571,101.223186,101.28,0.01,101.33,99;
409600,200704,0.016850,0.000936,0.050340,101.523368,101.56,0.03,101.59,99;
409600,200704,0.016437,0.000938,0.050585,101.184848,101.23,0.01,101.26,99;
409600,200704,0.016745,0.001048,0.052042,102.192698,102.24,0.01,102.26,99;
409600,200704,0.016946,0.000960,0.051532,102.094474,102.15,0.01,102.16,99;
409600,200704,0.016934,0.000986,0.051949,101.903473,101.95,0.01,101.97,99;
409600,200704,0.016757,0.001038,0.050650,101.725495,101.77,0.02,101.79,99;
