verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
150000,71094,0.006006,0.000115,0.035607,11.590813,11.62,0.00,11.63,99;
150000,71094,0.005811,0.000116,0.036501,11.637104,11.67,0.00,11.68,99;
150000,71094,0.005876,0.000112,0.035450,11.675190,11.70,0.00,11.71,99;
150000,71094,0.005984,0.000113,0.035350,11.609879,11.65,0.00,11.65,99;
150000,71094,0.006785,0.000115,0.035919,11.750599,11.77,0.02,11.79,99;
150000,71094,0.005899,0.000107,0.037712,11.835612,11.86,0.01,11.89,99;
150000,71094,0.005805,0.000109,0.036544,11.821526,11.85,0.00,11.87,99;
150000,71094,0.005975,0.000107,0.038079,11.654253,11.69,0.00,11.70,99;
150000,71094,0.005851,0.000109,0.035369,11.496349,11.52,0.01,11.53,99;
150000,71094,0.006621,0.000112,0.035549,11.570903,11.59,0.01,11.61,99;
150000,71094,0.005962,0.000109,0.035853,11.575585,11.59,0.02,11.61,99;
150000,71094,0.006007,0.000109,0.035982,11.579653,11.61,0.01,11.62,99;
150000,71094,0.005818,0.000116,0.036135,11.565652,11.60,0.00,11.61,99;
150000,71094,0.005908,0.000111,0.035201,11.561302,11.59,0.00,11.60,99;
150000,71094,0.006024,0.000105,0.035612,11.663367,11.69,0.00,11.70,99;
150000,71094,0.005950,0.000106,0.035278,11.638534,11.67,0.00,11.68,99;
150000,71094,0.005887,0.000106,0.035532,11.655612,11.69,0.00,11.69,99;
150000,71094,0.005952,0.000106,0.036107,11.686586,11.72,0.00,11.73,99;
150000,71094,0.005940,0.000109,0.036388,11.728893,11.76,0.00,11.77,99;
150000,71094,0.006070,0.000104,0.035471,11.596146,11.63,0.00,11.63,99;
150000,71094,0.005945,0.000103,0.035268,11.666527,11.70,0.00,11.70,100;
150000,71094,0.006009,0.000108,0.036712,11.680314,11.71,0.00,11.72,100;
150000,71094,0.006059,0.000117,0.035772,11.795650,11.83,0.00,11.83,99;
150000,71094,0.005923,0.000115,0.035572,11.587056,11.62,0.00,11.63,99;
150000,71094,0.006058,0.000116,0.036456,11.824479,11.86,0.00,11.87,99;
