verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
150000,71094,0.005990,0.000100,0.035679,11.619670,11.65,0.00,11.66,99;
150000,71094,0.005941,0.000104,0.035845,11.600795,11.62,0.01,11.64,99;
150000,71094,0.005921,0.000103,0.035251,11.567565,11.59,0.01,11.61,99;
150000,71094,0.005935,0.000107,0.035538,11.601284,11.64,0.00,11.64,100;
150000,71094,0.005912,0.000114,0.036528,11.757163,11.79,0.00,11.80,99;
150000,71094,0.005803,0.000114,0.036652,11.793267,11.82,0.01,11.84,99;
150000,71094,0.005927,0.000107,0.035224,11.566581,11.60,0.00,11.60,100;
150000,71094,0.005907,0.000113,0.035864,11.568859,11.60,0.00,11.61,99;
150000,71094,0.005871,0.000114,0.036957,11.784164,11.82,0.00,11.82,99;
150000,71094,0.005827,0.000109,0.036265,11.785416,11.82,0.00,11.82,99;
150000,71094,0.005789,0.000115,0.036710,11.769293,11.81,0.00,11.81,99;
150000,71094,0.005998,0.000103,0.035791,11.568294,11.60,0.00,11.61,99;
150000,71094,0.005990,0.000118,0.036076,11.665930,11.69,0.01,11.70,100;
150000,71094,0.005920,0.000113,0.036385,11.714469,11.74,0.01,11.75,99;
150000,71094,0.005915,0.000107,0.035428,11.654190,11.68,0.01,11.69,99;
150000,71094,0.005956,0.000105,0.035456,11.567391,11.60,0.00,11.61,100;
150000,71094,0.006000,0.000114,0.035774,11.692566,11.71,0.01,11.73,99;
150000,71094,0.005957,0.000117,0.035693,11.555920,11.59,0.00,11.59,99;
150000,71094,0.005936,0.000116,0.035417,11.606196,11.64,0.00,11.64,99;
150000,71094,0.005816,0.000117,0.036521,11.770293,11.80,0.00,11.82,99;
150000,71094,0.005932,0.000112,0.035721,11.569416,11.60,0.00,11.61,100;
150000,71094,0.005913,0.000112,0.037151,11.786309,11.79,0.03,11.83,99;
150000,71094,0.005927,0.000113,0.036065,11.687421,11.72,0.00,11.73,99;
150000,71094,0.005993,0.000113,0.036180,11.837718,11.86,0.01,11.88,99;
150000,71094,0.005952,0.000112,0.035906,11.784273,11.81,0.01,11.82,99;
