vertices,init,destroy,tarjan,user,system,elapsed,pCPU
150000,0.121283,0.000160,0.034710,0.14,0.01,0.15,100;
150000,0.122769,0.000157,0.036302,0.15,0.00,0.16,100;
150000,0.120841,0.000151,0.034395,0.15,0.00,0.15,100;
150000,0.121465,0.000158,0.035965,0.15,0.00,0.15,99;
150000,0.122119,0.000164,0.036112,0.15,0.00,0.15,99;
150000,0.124855,0.000163,0.036429,0.15,0.00,0.16,99;
150000,0.124804,0.000177,0.036996,0.15,0.00,0.16,99;
150000,0.126343,0.000148,0.037210,0.16,0.00,0.16,100;
150000,0.124429,0.000153,0.036388,0.14,0.01,0.16,99;
150000,0.123162,0.000162,0.035967,0.14,0.01,0.16,100;
150000,0.131972,0.000195,0.039111,0.16,0.00,0.17,100;
150000,0.132029,0.000166,0.037909,0.16,0.00,0.17,100;
150000,0.125989,0.000160,0.037053,0.14,0.02,0.16,100;
150000,0.122919,0.000160,0.035511,0.15,0.00,0.15,99;
150000,0.123276,0.000159,0.036265,0.15,0.00,0.16,100;
150000,0.122920,0.000220,0.035942,0.15,0.00,0.16,100;
150000,0.123578,0.000168,0.037568,0.14,0.01,0.16,99;
150000,0.122275,0.000159,0.035965,0.14,0.01,0.15,99;
150000,0.126443,0.000160,0.036518,0.15,0.00,0.16,100;
150000,0.123636,0.000163,0.036506,0.15,0.00,0.16,100;
150000,0.124986,0.000169,0.034444,0.15,0.00,0.16,100;
150000,0.121011,0.000200,0.035578,0.15,0.00,0.15,99;
150000,0.120865,0.000159,0.034613,0.15,0.00,0.15,100;
150000,0.119993,0.000158,0.034664,0.14,0.01,0.15,100;
150000,0.123066,0.000167,0.034925,0.14,0.01,0.15,99;
150000,0.121860,0.000152,0.035423,0.15,0.00,0.15,99;
150000,0.123611,0.000159,0.034305,0.14,0.01,0.15,99;
150000,0.120922,0.000160,0.034910,0.13,0.01,0.15,99;
150000,0.120444,0.000163,0.034317,0.14,0.00,0.15,100;
150000,0.121049,0.000158,0.034346,0.14,0.00,0.15,99;
150000,0.121295,0.000164,0.034403,0.14,0.01,0.15,99;
150000,0.118212,0.000166,0.034522,0.14,0.01,0.15,99;
150000,0.119622,0.000158,0.034357,0.15,0.00,0.15,99;
150000,0.119492,0.000159,0.034118,0.13,0.01,0.15,99;
150000,0.118711,0.000166,0.034613,0.14,0.00,0.15,98;
150000,0.121513,0.000160,0.034959,0.13,0.01,0.15,100;
150000,0.122192,0.000157,0.035053,0.14,0.01,0.15,99;
150000,0.120035,0.000159,0.034542,0.15,0.00,0.15,99;
150000,0.122527,0.000150,0.034734,0.15,0.00,0.15,99;
150000,0.119624,0.000169,0.034303,0.14,0.00,0.15,98;
150000,0.121238,0.000162,0.034827,0.14,0.01,0.15,99;
150000,0.121839,0.000161,0.034588,0.14,0.00,0.15,99;
150000,0.121557,0.000187,0.034705,0.14,0.00,0.15,100;
150000,0.119843,0.000160,0.034491,0.14,0.00,0.15,99;
150000,0.119971,0.000172,0.034667,0.15,0.00,0.15,98;
150000,0.120142,0.000164,0.034638,0.15,0.00,0.15,100;
150000,0.121052,0.000161,0.034765,0.14,0.01,0.15,100;
150000,0.120187,0.000155,0.035118,0.14,0.01,0.15,100;
150000,0.121385,0.000154,0.034779,0.15,0.00,0.15,100;
150000,0.118306,0.000157,0.034442,0.13,0.01,0.15,99;
150000,0.120957,0.000152,0.034624,0.14,0.01,0.15,99;
150000,0.118938,0.000164,0.034690,0.14,0.00,0.15,99;
150000,0.119800,0.000159,0.034388,0.15,0.00,0.15,99;
150000,0.123559,0.000163,0.035057,0.14,0.02,0.16,100;
150000,0.118388,0.000153,0.034805,0.14,0.01,0.15,100;
150000,0.121449,0.000162,0.035261,0.14,0.01,0.15,99;
150000,0.120548,0.000155,0.034721,0.14,0.01,0.15,100;
150000,0.120673,0.000157,0.034631,0.13,0.02,0.15,100;
150000,0.119696,0.000164,0.034430,0.14,0.01,0.15,100;
150000,0.120337,0.000163,0.035130,0.14,0.01,0.15,100;
150000,0.121421,0.000157,0.034551,0.12,0.03,0.15,99;
150000,0.118672,0.000158,0.034441,0.14,0.00,0.15,100;
150000,0.119473,0.000163,0.034357,0.14,0.01,0.15,99;
150000,0.123437,0.000168,0.035100,0.13,0.02,0.16,98;
150000,0.119549,0.000157,0.034434,0.13,0.01,0.15,100;
150000,0.120694,0.000160,0.034431,0.14,0.01,0.15,100;
150000,0.121171,0.000154,0.034723,0.14,0.01,0.15,99;
150000,0.120340,0.000160,0.034645,0.14,0.01,0.15,100;
150000,0.120740,0.000164,0.034269,0.14,0.01,0.15,100;
150000,0.122873,0.000166,0.035221,0.15,0.00,0.15,99;
150000,0.121086,0.000161,0.034600,0.14,0.00,0.15,99;
150000,0.119434,0.000163,0.034052,0.13,0.01,0.15,99;
150000,0.120763,0.000161,0.034404,0.14,0.00,0.15,100;
150000,0.119591,0.000172,0.034408,0.14,0.01,0.15,99;
150000,0.119352,0.000168,0.034227,0.14,0.01,0.15,99;
150000,0.120663,0.000150,0.034931,0.14,0.00,0.15,99;
150000,0.119705,0.000164,0.034631,0.15,0.00,0.15,99;
150000,0.120183,0.000184,0.034801,0.14,0.00,0.15,100;
150000,0.122602,0.000160,0.034649,0.15,0.00,0.15,100;
150000,0.119392,0.000153,0.034815,0.15,0.00,0.15,100;
150000,0.120636,0.000161,0.034539,0.14,0.00,0.15,100;
150000,0.120629,0.000152,0.034745,0.14,0.00,0.15,100;
150000,0.120709,0.000171,0.035045,0.15,0.00,0.15,100;
150000,0.119369,0.000158,0.034895,0.15,0.00,0.15,100;
150000,0.120834,0.000156,0.034683,0.15,0.00,0.15,99;
150000,0.119959,0.000161,0.034806,0.14,0.00,0.15,100;
150000,0.119757,0.000163,0.034634,0.13,0.01,0.15,99;
150000,0.119512,0.000160,0.034168,0.14,0.00,0.15,99;
150000,0.122056,0.000172,0.034659,0.14,0.01,0.15,99;
150000,0.122287,0.000163,0.034673,0.15,0.00,0.15,100;
150000,0.119354,0.000167,0.034628,0.14,0.00,0.15,99;
150000,0.121387,0.000163,0.034637,0.14,0.00,0.15,100;
150000,0.122579,0.000164,0.035297,0.14,0.01,0.15,99;
150000,0.121562,0.000178,0.034546,0.14,0.00,0.15,100;
150000,0.120084,0.000163,0.034604,0.14,0.00,0.15,100;
150000,0.119269,0.000167,0.034667,0.14,0.01,0.15,99;
150000,0.121430,0.000166,0.034781,0.14,0.01,0.15,99;
150000,0.119443,0.000167,0.034591,0.13,0.01,0.15,99;
150000,0.119719,0.000170,0.034509,0.13,0.01,0.15,99;
150000,0.121432,0.000171,0.034488,0.13,0.01,0.15,99;
