vertices,init,destroy,tarjan,user,system,elapsed,pCPU
1000000,0.075531,0.000659,0.138210,0.18,0.02,0.21,100;
1000000,0.074544,0.000642,0.134259,0.16,0.04,0.21,99;
1000000,0.075017,0.000675,0.135019,0.17,0.03,0.21,100;
1000000,0.075051,0.000635,0.134681,0.16,0.04,0.21,100;
1000000,0.075787,0.000637,0.134431,0.17,0.03,0.21,99;
1000000,0.074457,0.000647,0.133832,0.17,0.03,0.21,99;
1000000,0.075325,0.000649,0.134526,0.18,0.02,0.21,100;
1000000,0.073445,0.000658,0.130001,0.15,0.04,0.20,99;
1000000,0.075004,0.000659,0.136340,0.17,0.03,0.21,99;
1000000,0.076241,0.000648,0.137782,0.19,0.02,0.21,100;
1000000,0.074188,0.000615,0.131434,0.16,0.04,0.20,100;
1000000,0.073920,0.000658,0.129965,0.17,0.02,0.20,99;
1000000,0.075517,0.000663,0.135384,0.16,0.05,0.21,100;
1000000,0.075020,0.000723,0.134224,0.16,0.04,0.21,100;
1000000,0.074771,0.000668,0.131935,0.17,0.03,0.20,100;
1000000,0.075789,0.000671,0.134485,0.18,0.02,0.21,100;
1000000,0.073658,0.000667,0.130409,0.16,0.04,0.20,100;
1000000,0.075949,0.000694,0.136530,0.18,0.03,0.21,99;
1000000,0.074955,0.000682,0.134720,0.18,0.02,0.21,100;
1000000,0.075792,0.000695,0.134978,0.16,0.04,0.21,100;
1000000,0.076617,0.000692,0.134236,0.18,0.02,0.21,100;
1000000,0.075752,0.000693,0.134174,0.19,0.02,0.21,100;
1000000,0.075660,0.000645,0.135502,0.17,0.03,0.21,99;
1000000,0.077820,0.000652,0.133524,0.17,0.04,0.21,99;
1000000,0.074565,0.000684,0.134534,0.16,0.04,0.21,100;
1000000,0.072983,0.000623,0.129345,0.16,0.04,0.20,99;
1000000,0.075132,0.000674,0.136057,0.17,0.03,0.21,99;
1000000,0.074882,0.000693,0.134091,0.15,0.05,0.21,99;
1000000,0.073997,0.000650,0.133825,0.18,0.02,0.21,99;
1000000,0.074860,0.000670,0.133142,0.17,0.03,0.21,100;
1000000,0.076178,0.000665,0.137224,0.17,0.04,0.21,100;
1000000,0.074196,0.000638,0.134578,0.18,0.02,0.21,99;
1000000,0.075593,0.000652,0.136590,0.17,0.03,0.21,99;
1000000,0.074268,0.000673,0.133950,0.17,0.03,0.21,99;
1000000,0.075489,0.000665,0.133980,0.16,0.04,0.21,100;
1000000,0.075235,0.000695,0.136784,0.17,0.03,0.21,99;
1000000,0.073966,0.000650,0.134509,0.17,0.03,0.21,99;
1000000,0.074495,0.000640,0.134154,0.17,0.03,0.21,99;
1000000,0.075036,0.000688,0.136811,0.18,0.03,0.21,99;
1000000,0.075201,0.000630,0.134217,0.18,0.03,0.21,100;
1000000,0.075281,0.000677,0.136452,0.17,0.04,0.21,100;
1000000,0.074983,0.000631,0.132845,0.17,0.03,0.21,99;
1000000,0.074064,0.000630,0.131257,0.17,0.03,0.20,100;
1000000,0.074463,0.000650,0.132069,0.17,0.03,0.20,100;
1000000,0.076297,0.000651,0.137709,0.18,0.02,0.21,99;
1000000,0.074790,0.000655,0.133020,0.17,0.03,0.21,100;
1000000,0.075486,0.000686,0.134149,0.18,0.02,0.21,100;
1000000,0.073805,0.000683,0.133894,0.17,0.03,0.21,99;
1000000,0.074613,0.000675,0.133754,0.16,0.04,0.21,99;
1000000,0.074144,0.000637,0.129628,0.15,0.04,0.20,99;
1000000,0.073987,0.000627,0.132827,0.18,0.02,0.20,100;
1000000,0.074938,0.000693,0.137325,0.16,0.05,0.21,99;
1000000,0.073992,0.000638,0.130798,0.17,0.03,0.20,99;
1000000,0.073380,0.000663,0.136060,0.18,0.02,0.21,99;
1000000,0.074538,0.000696,0.134245,0.16,0.04,0.21,99;
1000000,0.074228,0.000685,0.131647,0.18,0.02,0.20,100;
1000000,0.075284,0.000637,0.131293,0.16,0.04,0.20,100;
1000000,0.075601,0.000633,0.132150,0.18,0.02,0.21,99;
1000000,0.074723,0.000812,0.136541,0.18,0.02,0.21,99;
1000000,0.074464,0.000668,0.131370,0.16,0.04,0.20,100;
1000000,0.073941,0.000660,0.133861,0.16,0.04,0.21,99;
1000000,0.075149,0.000674,0.129087,0.17,0.02,0.20,99;
1000000,0.075665,0.000654,0.136410,0.16,0.05,0.21,99;
1000000,0.074322,0.000633,0.131252,0.16,0.04,0.20,100;
1000000,0.074222,0.000686,0.134573,0.17,0.03,0.21,99;
1000000,0.074918,0.000644,0.134494,0.18,0.02,0.21,100;
1000000,0.074207,0.000643,0.133928,0.18,0.02,0.21,99;
1000000,0.074324,0.000649,0.132018,0.18,0.02,0.20,99;
1000000,0.074462,0.000668,0.137240,0.18,0.02,0.21,99;
1000000,0.074798,0.000648,0.134621,0.17,0.03,0.21,99;
1000000,0.074120,0.000641,0.130616,0.17,0.03,0.20,99;
1000000,0.073895,0.000643,0.130449,0.16,0.04,0.20,99;
1000000,0.074071,0.000671,0.131708,0.17,0.03,0.20,100;
1000000,0.074686,0.000639,0.130568,0.16,0.04,0.20,99;
1000000,0.075180,0.000658,0.134690,0.18,0.03,0.21,100;
1000000,0.074432,0.000626,0.132228,0.18,0.02,0.20,100;
1000000,0.075174,0.000645,0.131348,0.18,0.02,0.20,99;
1000000,0.074482,0.000676,0.136665,0.18,0.02,0.21,99;
1000000,0.073931,0.000637,0.130463,0.16,0.04,0.20,99;
