verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.249473,0.011452,0.001499,9.473779,2.981277,13.87,0.90,14.79,99;
12500,2.256952,0.011453,0.001505,9.485970,2.878051,13.77,0.92,14.71,99;
12500,2.258207,0.011492,0.001502,9.416575,2.905820,13.57,1.07,14.67,99;
12500,2.256002,0.011405,0.001507,9.415425,2.911719,13.71,0.94,14.67,99;
12500,2.301145,0.011367,0.001500,9.583943,2.856626,13.72,1.09,14.82,99;
12500,2.250039,0.012016,0.001505,9.550076,3.037894,13.99,0.91,14.92,99;
12500,2.254034,0.011760,0.001499,9.512581,3.038819,13.85,1.02,14.90,99;
12500,2.299116,0.011911,0.001501,9.623761,3.037765,14.05,0.97,15.05,99;
12500,2.255831,0.011477,0.001502,9.443820,2.868509,13.69,0.95,14.65,99;
12500,2.300300,0.011636,0.001501,9.691341,2.991658,14.05,0.99,15.07,99;
12500,2.300383,0.011952,0.001502,9.699775,3.044317,14.05,1.05,15.13,99;
12500,2.296269,0.012059,0.001501,9.770478,3.060883,14.17,1.02,15.21,99;
12500,2.300394,0.011418,0.001500,9.230585,2.870798,13.57,0.90,14.49,99;
12500,2.251478,0.011798,0.001500,9.584363,2.991954,13.91,0.99,14.91,99;
12500,2.294408,0.012165,0.001503,9.791430,3.084133,14.21,1.02,15.26,99;
12500,2.300005,0.011830,0.001503,9.584366,3.011119,13.95,1.01,14.98,99;
12500,2.251744,0.011523,0.001503,9.370070,2.917693,13.63,0.97,14.63,99;
12500,2.309865,0.011917,0.001500,9.837450,3.054458,14.21,1.05,15.29,99;
12500,2.293490,0.011943,0.001498,9.729603,3.043391,14.15,0.98,15.15,99;
12500,2.300763,0.011309,0.001500,9.602681,2.852720,13.78,1.04,14.84,99;
12500,2.300062,0.011618,0.001502,9.532312,2.967010,13.88,0.98,14.89,99;
12500,2.302000,0.012168,0.001501,9.805465,3.082769,14.27,0.99,15.27,99;
12500,2.259197,0.012044,0.001503,9.549251,3.069723,13.93,1.01,14.96,99;
12500,2.291929,0.011846,0.001502,9.597475,3.063705,14.07,0.95,15.04,99;
12500,2.251555,0.011476,0.001502,9.293631,2.874531,13.45,1.04,14.51,99;
12500,2.302388,0.011709,0.001501,9.651139,3.013490,14.09,0.94,15.05,99;
12500,2.305060,0.011728,0.001499,9.675813,3.032041,14.02,1.05,15.10,99;
12500,2.255432,0.011936,0.001500,9.541821,3.005672,13.88,0.99,14.89,99;
12500,2.298686,0.012088,0.001500,9.775699,3.066506,14.21,1.00,15.23,99;
12500,2.254104,0.011586,0.001502,9.556822,3.018425,13.96,0.94,14.92,99;
12500,2.249950,0.011474,0.001501,9.511762,2.891508,13.79,0.93,14.74,99;
12500,2.293322,0.012000,0.001502,9.755101,3.046387,14.30,0.85,15.18,99;
12500,2.300586,0.011417,0.001501,9.175234,2.852370,13.51,0.88,14.41,99;
12500,2.297671,0.011598,0.001501,9.503707,2.986347,13.90,0.95,14.87,99;
12500,2.302184,0.012055,0.001500,9.806981,3.100447,14.30,0.97,15.29,99;
12500,2.250385,0.011530,0.001505,9.343501,2.942742,13.57,1.03,14.62,99;
12500,2.294716,0.011576,0.001501,9.511832,2.909572,13.86,0.92,14.80,99;
12500,2.293441,0.011628,0.001501,9.566506,2.969446,13.93,0.97,14.92,99;
12500,2.292159,0.011687,0.001503,9.633346,3.011277,14.11,0.89,15.02,99;
12500,2.254290,0.011808,0.001499,9.526563,3.058401,14.00,0.91,14.93,99;
12500,2.300285,0.011320,0.001501,9.298599,2.917659,13.64,0.94,14.60,99;
12500,2.262286,0.011806,0.001500,9.604776,3.047258,14.11,0.87,15.00,99;
12500,2.301186,0.011262,0.001494,9.404486,2.872045,13.58,1.06,14.66,99;
12500,2.292171,0.011654,0.001503,9.558327,2.967133,13.90,0.98,14.90,99;
12500,2.265599,0.011572,0.001532,9.359719,2.950298,13.67,0.97,14.66,99;
12500,2.259091,0.011554,0.001497,9.635204,2.923293,13.93,0.95,14.90,99;
12500,2.291506,0.011505,0.001502,9.406976,2.952406,13.90,0.81,14.74,99;
12500,2.295321,0.012170,0.001500,9.752183,3.056938,14.18,0.99,15.19,99;
12500,2.249930,0.011725,0.001500,9.504749,3.004501,13.85,0.97,14.84,99;
12500,2.303831,0.011503,0.001501,9.347639,2.857331,13.56,1.01,14.59,99;
