Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
150000,71094,0.073889,0.435429,0.027059,0.000141,0.435551,1.112242,0.037719,0.000299,3.30,0.12,1.99,172;
150000,71094,0.074415,0.436966,0.026841,0.000136,0.437084,1.119401,0.037664,0.000297,3.28,0.14,1.98,173;
150000,71094,0.073827,0.439134,0.026816,0.000147,0.439255,1.114386,0.037785,0.000292,3.28,0.13,1.97,173;
150000,71094,0.036174,0.452212,0.023712,0.000126,0.452336,1.076833,0.025391,0.000307,3.16,0.10,1.92,169;
150000,71094,0.047573,0.616960,0.025602,0.000128,0.617068,1.093409,0.025733,0.000275,3.56,0.11,3.93,93;
150000,71094,0.032859,0.625956,0.026057,0.000133,0.626088,1.125124,0.025872,0.000298,3.62,0.08,2.11,175;
150000,71094,0.039059,0.623678,0.025600,0.000128,0.623819,1.079980,0.025199,0.000216,3.50,0.11,2.07,174;
150000,71094,0.073406,0.438614,0.026483,0.000140,0.438731,1.111267,0.036642,0.000273,3.28,0.12,1.96,173;
150000,71094,0.071214,0.442455,0.026539,0.000148,0.442573,1.075614,0.037838,0.000288,3.20,0.13,1.93,172;
150000,71094,0.038205,0.619625,0.025385,0.000130,0.619751,1.095978,0.025359,0.000220,3.57,0.08,2.15,169;
150000,71094,0.078044,0.435395,0.027147,0.000144,0.435504,1.126964,0.038041,0.000251,3.31,0.13,3.81,90;
150000,71094,0.034260,0.619257,0.025859,0.000136,0.619390,1.087392,0.024889,0.000282,3.53,0.11,2.09,174;
150000,71094,0.039643,0.619632,0.025165,0.000129,0.619765,1.110890,0.025343,0.000246,3.58,0.11,2.12,174;
150000,71094,0.076039,0.444278,0.023665,0.000127,0.444402,1.124664,0.025568,0.000272,3.27,0.16,1.99,172;
150000,71094,0.038730,0.618430,0.026059,0.000129,0.618529,1.082933,0.025258,0.000222,3.50,0.12,2.07,174;
150000,71094,0.038589,0.623346,0.025907,0.000120,0.623472,1.094824,0.026116,0.000280,3.54,0.12,2.15,170;
150000,71094,0.045027,0.626180,0.025716,0.000107,0.626285,1.118294,0.025687,0.000271,3.63,0.10,3.95,94;
150000,71094,0.088234,0.451118,0.026940,0.000125,0.451228,1.123528,0.037529,0.000381,3.32,0.17,2.01,173;
150000,71094,0.086618,0.442331,0.026410,0.000130,0.442436,1.118473,0.038772,0.000293,3.32,0.13,1.99,173;
150000,71094,0.036383,0.620849,0.025382,0.000119,0.620982,1.118999,0.025055,0.000248,3.56,0.12,2.11,174;
150000,71094,0.033172,0.628655,0.025263,0.000117,0.628776,1.101210,0.025248,0.000230,3.57,0.08,2.09,174;
150000,71094,0.033660,0.623763,0.025277,0.000121,0.623895,1.114448,0.025144,0.000328,3.56,0.11,2.15,170;
150000,71094,0.043954,0.623365,0.025314,0.000130,0.623494,1.124766,0.025451,0.000257,3.67,0.08,3.97,94;
150000,71094,0.032805,0.619183,0.025252,0.000110,0.619281,1.084313,0.024711,0.000220,3.49,0.11,2.07,174;
150000,71094,0.073868,0.448701,0.027040,0.000123,0.448814,1.115921,0.037755,0.000288,3.31,0.12,1.98,173;
