Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.137793,1.287207,0.132067,0.057818,3.32,1.22,3.47,131;
409600,0.094550,1.266573,0.099441,0.042444,3.16,1.10,2.04,209;
409600,0.094403,1.249041,0.101930,0.044858,3.06,1.16,2.07,203;
409600,0.094662,1.295645,0.098899,0.042773,3.15,1.21,2.22,196;
409600,0.135823,1.197938,0.127460,0.057909,3.17,1.09,2.14,199;
409600,0.093240,1.340498,0.098640,0.043632,3.24,1.27,2.35,192;
409600,0.095446,1.144469,0.100824,0.043230,2.78,1.12,1.94,201;
409600,0.138792,1.302116,0.130937,0.057574,3.33,1.27,2.35,195;
409600,0.137069,1.414919,0.131659,0.057582,3.74,1.59,6.14,87;
409600,0.139156,1.202035,0.129606,0.058109,3.03,1.25,2.24,190;
409600,0.138374,1.405258,0.130468,0.058130,3.75,1.52,2.65,198;
409600,0.133647,1.198905,0.132626,0.058515,3.04,1.23,2.04,209;
409600,0.095445,1.441263,0.101912,0.045296,3.42,1.38,2.24,214;
409600,0.094602,1.293270,0.101798,0.043047,3.10,1.24,2.25,193;
409600,0.139957,1.189546,0.129809,0.058005,3.10,1.15,4.50,94;
409600,0.094255,1.189584,0.099205,0.043903,3.03,1.19,3.48,121;
409600,0.093048,1.291848,0.098053,0.044057,3.11,1.24,2.24,194;
409600,0.134338,1.464103,0.128079,0.057408,3.65,1.40,2.35,215;
409600,0.137566,1.342494,0.129674,0.057751,3.46,1.26,2.38,198;
409600,0.133456,1.882676,0.128727,0.058081,4.73,1.94,2.83,235;
409600,0.094282,1.261003,0.099602,0.042573,3.04,1.20,2.04,208;
409600,0.137925,1.795161,0.131989,0.058027,4.31,2.08,4.29,148;
409600,0.136562,1.357007,0.133593,0.058800,3.27,1.49,3.68,129;
409600,0.095605,1.147071,0.101654,0.043450,2.88,1.02,1.94,201;
409600,0.095723,1.148780,0.101040,0.043418,2.82,1.10,2.14,182;
