Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
409600,0.139212,1.659473,0.130295,0.054556,2.72,1.00,2.61,142;
409600,0.093010,1.585542,0.097851,0.040167,2.59,0.89,2.52,138;
409600,0.138921,1.516840,0.126894,0.054589,2.51,0.92,2.38,144;
409600,0.093839,1.595559,0.100799,0.041186,2.45,1.04,2.45,142;
409600,0.094442,1.691316,0.104223,0.041189,2.72,0.97,2.45,150;
409600,0.094629,1.564864,0.098895,0.040652,2.42,1.01,3.81,90;
409600,0.092758,1.582541,0.101605,0.040584,2.54,0.93,3.84,90;
409600,0.094229,1.689783,0.102934,0.040721,2.65,1.03,2.46,150;
409600,0.094130,1.584685,0.101920,0.040276,2.47,1.00,2.35,148;
409600,0.137504,1.622131,0.131966,0.054866,2.55,1.08,2.45,148;
409600,0.094615,1.577174,0.100312,0.040720,2.61,0.86,2.51,138;
409600,0.138000,1.821016,0.128103,0.054572,2.89,1.14,2.79,144;
409600,0.094709,1.445535,0.099507,0.041927,2.22,0.97,3.68,86;
409600,0.138234,1.733574,0.133184,0.054744,2.82,1.06,4.16,93;
409600,0.137303,1.485198,0.128048,0.055103,2.34,1.02,2.37,141;
409600,0.138164,1.514775,0.125437,0.053979,2.40,1.02,2.35,145;
409600,0.138469,1.623052,0.127567,0.054246,2.59,1.05,2.45,148;
409600,0.094799,1.573617,0.101372,0.040511,2.56,0.90,2.35,147;
409600,0.139066,1.519212,0.127214,0.054128,2.42,1.01,2.35,146;
409600,0.093380,1.556996,0.099745,0.040678,2.54,0.89,6.51,52;
409600,0.094777,1.608669,0.101110,0.040664,2.57,0.95,2.38,148;
409600,0.093489,1.583539,0.101393,0.040232,2.52,0.95,2.35,148;
409600,0.093393,1.587706,0.129600,0.054315,2.58,0.90,2.35,148;
409600,0.135886,1.514169,0.125970,0.054291,2.45,0.96,2.35,145;
409600,0.137646,1.514262,0.126451,0.054351,2.44,0.98,2.35,145;
