Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
409600,0.094327,1.804558,0.102184,0.038661,3.67,0.23,4.02,96;
409600,0.131839,1.282452,0.133234,0.051385,2.69,0.22,1.72,169;
409600,0.133977,1.294158,0.131766,0.053121,2.73,0.20,1.73,169;
409600,0.133093,1.291105,0.131390,0.052740,2.73,0.20,1.73,169;
409600,0.133229,1.290043,0.129407,0.051783,2.71,0.21,1.74,168;
409600,0.094062,1.799184,0.106036,0.039132,3.65,0.22,2.20,176;
409600,0.136599,1.298109,0.130004,0.051128,2.73,0.22,1.75,168;
409600,0.138584,1.263748,0.126297,0.051697,2.70,0.19,3.55,81;
409600,0.093699,1.817030,0.107475,0.039136,3.66,0.25,2.23,174;
409600,0.092170,1.813791,0.106668,0.038240,3.68,0.21,2.21,176;
409600,0.093845,1.816382,0.106510,0.038500,3.73,0.17,2.22,176;
409600,0.091985,1.820975,0.107600,0.038315,3.66,0.25,2.22,176;
409600,0.092046,1.819416,0.110588,0.038038,3.69,0.23,2.22,176;
409600,0.133339,1.301745,0.135286,0.052060,2.67,0.28,1.74,170;
409600,0.136364,1.265871,0.126508,0.050535,2.65,0.23,1.70,169;
409600,0.137043,1.841592,0.138914,0.052172,3.85,0.21,2.34,173;
409600,0.148351,1.290707,0.130059,0.052349,2.76,0.21,3.56,83;
409600,0.139001,1.278575,0.128681,0.051141,2.72,0.19,1.71,170;
409600,0.093921,1.811437,0.106876,0.038073,3.67,0.23,2.21,176;
409600,0.132687,1.284220,0.127172,0.050762,2.75,0.17,1.71,170;
409600,0.136299,1.288242,0.130153,0.051595,2.74,0.18,1.73,168;
409600,0.094267,1.825198,0.106867,0.038258,3.73,0.19,2.22,176;
409600,0.093757,1.824309,0.108764,0.038297,3.70,0.22,2.22,176;
409600,0.134456,1.289046,0.128423,0.052491,2.71,0.21,1.72,169;
409600,0.093617,1.814626,0.108845,0.039980,3.67,0.23,2.26,172;
