Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
409600,200704,0.087193,0.851896,0.051468,0.055988,0.854778,5.179041,0.113292,0.002370,12.38,0.18,6.55,191;
409600,200704,0.060247,1.070046,0.053218,0.048620,1.072618,5.272629,0.076910,0.002095,12.90,0.17,8.63,151;
409600,200704,0.087159,0.857510,0.060939,0.057173,0.860637,5.189701,0.112696,0.002113,12.39,0.19,6.55,192;
409600,200704,0.087226,0.849372,0.060823,0.056495,0.852490,5.140253,0.112145,0.002147,12.31,0.17,6.51,191;
409600,200704,0.106011,1.139847,0.069382,0.059587,1.143045,5.251511,0.100924,0.002249,13.10,0.23,8.76,152;
409600,200704,0.087464,0.799711,0.058946,0.050351,0.802814,5.205441,0.081740,0.002167,12.25,0.19,6.48,191;
409600,200704,0.080697,0.851549,0.051358,0.055364,0.854391,5.182634,0.095541,0.002083,12.33,0.20,6.55,191;
409600,200704,0.100942,0.827137,0.060155,0.051405,0.830295,5.237966,0.094799,0.002265,12.45,0.18,8.40,150;
409600,200704,0.087560,0.857812,0.061327,0.058403,0.860942,5.190380,0.110936,0.002199,12.39,0.19,6.55,192;
409600,200704,0.087752,0.843274,0.059851,0.056450,0.846409,5.185415,0.112277,0.002135,12.36,0.20,6.55,191;
409600,200704,0.061518,0.832982,0.049502,0.048887,0.835911,5.252654,0.078278,0.002283,12.36,0.18,8.37,149;
409600,200704,0.087500,0.853238,0.060463,0.056468,0.856435,5.181237,0.116943,0.002162,12.37,0.20,6.55,191;
409600,200704,0.042641,1.103580,0.055014,0.055415,1.106438,5.185833,0.094779,0.002227,12.77,0.16,6.75,191;
409600,200704,0.089926,0.802144,0.050387,0.044591,0.805300,5.292190,0.069417,0.002456,12.43,0.19,8.40,150;
409600,200704,0.088081,0.857961,0.060701,0.057630,0.861142,5.188845,0.114772,0.002215,12.41,0.18,6.56,192;
409600,200704,0.045135,0.855314,0.050803,0.055839,0.858177,5.168386,0.097268,0.002372,12.25,0.16,6.47,191;
409600,200704,0.108176,0.781181,0.060233,0.049883,0.784353,5.252381,0.081891,0.002279,12.34,0.21,8.42,149;
409600,200704,0.088522,0.849817,0.060654,0.056228,0.852962,5.188102,0.112963,0.002131,12.36,0.21,6.54,192;
409600,200704,0.047029,1.098643,0.055168,0.054852,1.101387,5.189461,0.094984,0.002335,12.76,0.18,6.73,192;
409600,200704,0.050356,1.068900,0.052839,0.049963,1.071698,5.238724,0.083426,0.002330,12.83,0.16,8.58,151;
409600,200704,0.087540,0.849016,0.060511,0.054872,0.852153,5.182956,0.112197,0.002186,12.39,0.16,6.54,191;
409600,200704,0.043607,0.858349,0.052297,0.055865,0.861281,5.192015,0.102370,0.002135,12.31,0.16,6.50,191;
409600,200704,0.050080,1.071496,0.052734,0.049763,1.074328,5.284446,0.080369,0.002175,12.90,0.18,8.62,151;
409600,200704,0.045845,1.091917,0.055385,0.055933,1.094744,5.190205,0.096113,0.002185,12.82,0.12,6.73,192;
409600,200704,0.089890,0.820365,0.059047,0.051239,0.823564,5.189541,0.099912,0.002177,12.33,0.18,6.53,191;
