verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
204800,100352,0.008330,0.000553,0.029395,25.298755,25.33,0.00,25.33,99;
204800,100352,0.008559,0.000577,0.028829,25.373146,25.40,0.01,25.41,99;
204800,100352,0.008394,0.000579,0.028694,25.380609,25.41,0.00,25.42,99;
204800,100352,0.009100,0.000600,0.028648,25.370886,25.40,0.00,25.41,99;
204800,100352,0.008247,0.000578,0.029461,25.529494,25.56,0.00,25.57,99;
204800,100352,0.008236,0.000663,0.028306,25.431654,25.46,0.00,25.47,99;
204800,100352,0.008322,0.000617,0.029747,25.365664,25.39,0.01,25.40,99;
204800,100352,0.008395,0.000629,0.028252,25.297861,25.32,0.00,25.33,99;
204800,100352,0.008460,0.000575,0.028059,25.474254,25.50,0.01,25.51,99;
204800,100352,0.008401,0.000590,0.028761,25.403725,25.42,0.01,25.44,99;
204800,100352,0.008428,0.000585,0.028510,25.390238,25.42,0.00,25.42,100;
204800,100352,0.008308,0.000573,0.027995,25.346407,25.38,0.00,25.38,99;
204800,100352,0.008495,0.000640,0.028179,25.446501,25.46,0.01,25.48,99;
204800,100352,0.008408,0.000567,0.029480,25.720247,25.75,0.00,25.76,99;
204800,100352,0.008269,0.000595,0.029388,25.513459,25.53,0.02,25.55,99;
204800,100352,0.008262,0.000639,0.029644,25.375513,25.39,0.02,25.41,99;
204800,100352,0.008447,0.000600,0.029655,25.315422,25.34,0.01,25.35,99;
204800,100352,0.008441,0.000587,0.029952,25.574947,25.59,0.01,25.61,99;
204800,100352,0.008279,0.000581,0.027749,25.438009,25.47,0.00,25.47,99;
204800,100352,0.008283,0.000606,0.029690,25.427630,25.44,0.02,25.46,99;
204800,100352,0.008290,0.000594,0.028577,25.676717,25.68,0.02,25.71,99;
204800,100352,0.008278,0.000588,0.028748,25.371217,25.38,0.02,25.41,99;
204800,100352,0.008293,0.000607,0.029010,25.425664,25.44,0.02,25.46,99;
204800,100352,0.010357,0.000579,0.028812,25.466444,25.49,0.01,25.50,99;
204800,100352,0.008842,0.000604,0.028791,25.473644,25.50,0.00,25.51,99;
