verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
25088,0.041057,0.000269,0.139433,0.008306,0.007373,0.15,0.05,0.23,90;
25088,0.037039,0.000260,0.139437,0.007244,0.007065,0.16,0.03,0.22,90;
25088,0.036283,0.000361,0.138871,0.007622,0.007247,0.16,0.03,0.22,90;
25088,0.039363,0.000321,0.139132,0.007143,0.006531,0.15,0.05,0.22,91;
25088,0.035733,0.000284,0.139500,0.007096,0.006458,0.15,0.04,0.22,90;
25088,0.035725,0.000402,0.139267,0.007561,0.007186,0.15,0.04,0.20,98;
25088,0.035692,0.000316,0.139539,0.007123,0.006322,0.15,0.04,0.22,89;
25088,0.039484,0.000271,0.139446,0.007102,0.006612,0.14,0.05,0.22,91;
25088,0.035716,0.000375,0.139403,0.007169,0.006348,0.15,0.04,0.20,98;
25088,0.034646,0.000293,0.139435,0.007705,0.007160,0.16,0.03,0.20,98;
25088,0.036560,0.009266,0.139447,0.007084,0.006531,0.15,0.05,0.21,97;
25088,0.035735,0.000269,0.139401,0.007232,0.006583,0.15,0.04,0.22,90;
25088,0.035724,0.000293,0.139459,0.007072,0.006610,0.15,0.05,0.20,98;
25088,0.037392,0.000280,0.139333,0.007925,0.007294,0.16,0.03,0.22,90;
25088,0.040099,0.000393,0.139237,0.007588,0.007135,0.15,0.04,0.20,98;
25088,0.035491,0.000302,0.139356,0.007154,0.006715,0.16,0.03,0.22,88;
25088,0.037612,0.000364,0.139399,0.007074,0.006512,0.16,0.03,0.20,98;
25088,0.035604,0.000353,0.139432,0.007048,0.006511,0.15,0.04,0.20,97;
25088,0.034617,0.000291,0.139177,0.007554,0.007091,0.16,0.03,0.20,98;
25088,0.035432,0.000264,0.139402,0.007074,0.006486,0.16,0.03,0.20,99;
25088,0.035789,0.000266,0.139416,0.007116,0.006576,0.16,0.04,0.22,89;
25088,0.040475,0.000322,0.139497,0.007096,0.006436,0.14,0.05,0.20,98;
25088,0.035880,0.000270,0.139693,0.007154,0.006457,0.16,0.03,0.22,88;
25088,0.039698,0.000269,0.139404,0.007079,0.006486,0.15,0.04,0.20,98;
25088,0.035534,0.000263,0.139275,0.007027,0.006487,0.16,0.03,0.20,98;
