verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
12500,2.320178,0.015212,0.003246,9.358426,2.860679,13.67,0.95,14.64,99;
12500,2.320929,0.015608,0.003243,9.481938,2.881128,13.78,0.98,14.78,99;
12500,2.328384,0.015879,0.003242,9.839803,3.120024,14.36,1.01,15.39,99;
12500,2.328937,0.016023,0.003243,9.795994,3.133552,14.27,1.07,15.36,99;
12500,2.336313,0.015323,0.003243,9.359003,2.902212,13.64,1.03,14.70,99;
12500,2.378801,0.016106,0.003243,10.167581,3.178857,14.66,1.14,15.83,99;
12500,2.367266,0.015901,0.003245,10.212429,3.176526,14.71,1.12,15.86,99;
12500,2.358452,0.016018,0.003244,10.035299,3.174891,14.65,1.00,15.67,99;
12500,2.333721,0.015883,0.003244,9.875596,3.154552,14.36,1.08,15.46,99;
12500,2.315877,0.015598,0.003245,9.646824,3.136994,14.13,1.04,15.20,99;
12500,2.279856,0.015365,0.003604,9.384625,2.919612,13.76,0.91,14.69,99;
12500,2.321274,0.015546,0.003247,9.206026,2.781159,13.42,0.97,14.41,99;
12500,2.331853,0.015622,0.003246,9.322396,2.823778,13.57,0.99,14.58,99;
12500,2.329398,0.015049,0.003247,9.252201,2.851997,13.57,0.94,14.54,99;
12500,2.331342,0.015236,0.003243,9.197609,2.879687,13.50,0.99,14.51,99;
12500,2.390361,0.016201,0.003246,10.425778,3.182939,15.04,1.04,16.10,99;
12500,2.328400,0.015626,0.003244,9.196174,2.883421,13.45,1.04,14.51,99;
12500,2.394655,0.015964,0.003243,10.209097,3.175619,14.80,1.06,15.88,99;
12500,2.417061,0.015264,0.003245,9.504863,2.840086,13.83,1.01,14.86,99;
12500,2.332359,0.015145,0.003241,9.235884,2.863163,13.45,1.06,14.53,99;
12500,2.332308,0.015070,0.003245,9.421097,2.883085,13.71,1.00,14.74,99;
12500,2.327218,0.015144,0.003244,9.314319,2.876165,13.67,0.92,14.62,99;
12500,2.321058,0.015183,0.003242,9.228970,2.880131,13.44,1.07,14.54,99;
12500,2.337768,0.015526,0.003273,9.171987,2.877063,13.43,1.03,14.49,99;
12500,2.428917,0.015248,0.003243,9.350784,2.869574,13.74,0.99,14.75,99;
