Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,0.189741,1.065911,0.065487,0.000146,3.10,1.01,2.04,201;
150000,0.188742,1.099494,0.065648,0.000144,3.18,1.04,2.04,206;
150000,0.122965,1.706224,0.054853,0.000146,4.67,1.71,2.96,215;
150000,0.129511,1.093442,0.065702,0.000141,2.94,0.98,1.92,204;
150000,0.125850,1.310495,0.054743,0.000133,3.56,1.02,2.16,211;
150000,0.122697,1.283444,0.054693,0.000139,3.46,1.02,2.31,194;
150000,0.122503,1.261994,0.053210,0.000143,3.32,1.01,3.81,113;
150000,0.123095,1.153195,0.053816,0.000126,3.03,1.06,2.04,200;
150000,0.121561,1.177979,0.055468,0.000124,3.19,0.98,2.04,204;
150000,0.125439,1.262497,0.053538,0.000142,3.43,1.00,2.14,206;
150000,0.122984,1.246956,0.054343,0.000143,3.36,1.01,2.14,204;
150000,0.125856,1.254025,0.054626,0.000143,3.46,0.94,2.28,192;
150000,0.126504,1.158469,0.055599,0.000126,3.19,0.93,2.00,205;
150000,0.182345,1.265514,0.067123,0.000184,3.64,1.07,2.24,209;
150000,0.122641,1.285158,0.054148,0.000166,3.48,1.08,4.09,111;
150000,0.196046,1.278278,0.065744,0.000163,3.67,1.09,2.24,212;
150000,0.187385,1.112617,0.065566,0.000143,3.25,0.93,2.04,204;
150000,0.192792,1.074175,0.064543,0.000141,3.20,0.94,2.04,202;
150000,0.186942,1.079110,0.064981,0.000145,3.08,1.06,2.04,203;
150000,0.187200,1.159209,0.065958,0.000144,3.46,0.90,2.29,190;
150000,0.122942,1.159273,0.056117,0.000131,3.18,0.93,1.94,212;
150000,0.191944,1.198640,0.066533,0.000144,3.43,1.07,2.30,196;
150000,0.128407,1.086843,0.055792,0.000129,3.03,0.95,3.88,102;
150000,0.186963,1.074931,0.066042,0.000147,3.03,1.09,2.04,202;
150000,0.120640,1.139001,0.054020,0.000134,3.15,0.91,1.96,206;
