Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,0.190078,2.202601,0.073323,0.000144,4.76,0.10,4.68,103;
150000,0.123304,3.451171,0.061723,0.000157,7.06,0.16,3.86,186;
150000,0.120555,3.410092,0.060825,0.000157,6.97,0.16,3.82,186;
150000,0.120094,3.394450,0.061116,0.000143,6.98,0.12,3.80,186;
150000,0.185939,2.220289,0.073080,0.000156,4.80,0.08,2.70,180;
150000,0.124689,3.383056,0.061269,0.000144,6.94,0.13,3.83,184;
150000,0.123577,2.199464,0.060659,0.000125,4.63,0.08,4.15,113;
150000,0.123498,3.376896,0.062083,0.000144,6.95,0.12,3.79,186;
150000,0.187446,2.220408,0.074407,0.000147,4.77,0.11,2.72,179;
150000,0.122015,3.425074,0.061127,0.000145,7.05,0.12,3.84,186;
150000,0.124997,2.259582,0.061824,0.000140,4.71,0.12,5.30,91;
150000,0.123756,3.415656,0.061348,0.000142,7.01,0.14,5.36,133;
150000,0.123658,3.426638,0.062145,0.000145,7.05,0.12,3.84,186;
150000,0.124231,3.382014,0.061807,0.000144,6.94,0.14,3.80,186;
150000,0.183960,2.246322,0.074477,0.000150,4.81,0.12,2.72,181;
150000,0.126271,2.238971,0.059193,0.000138,4.66,0.14,4.18,114;
150000,0.195993,2.254083,0.074334,0.000146,4.85,0.12,4.00,124;
150000,0.184589,2.205858,0.073959,0.000145,4.76,0.09,2.68,180;
150000,0.152895,2.229788,0.060719,0.000124,4.71,0.12,2.68,180;
150000,0.121531,3.402805,0.061291,0.000140,7.00,0.12,3.82,186;
150000,0.124043,3.345665,0.061251,0.000143,6.82,0.19,3.78,185;
150000,0.190935,2.227020,0.073201,0.000143,4.78,0.13,4.72,104;
150000,0.188196,2.252221,0.075218,0.000145,4.83,0.12,2.73,181;
150000,0.185800,3.385914,0.077245,0.000154,7.14,0.08,3.88,186;
150000,0.183382,2.202872,0.072835,0.000145,4.74,0.10,2.67,180;
