Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
204800,0.047322,0.698267,0.043530,0.020293,1.18,0.42,1.42,112;
204800,0.070132,0.676567,0.055320,0.027863,1.19,0.42,3.88,41;
204800,0.069259,0.628897,0.056807,0.028166,1.05,0.45,1.43,106;
204800,0.047320,0.681485,0.044398,0.020032,1.09,0.48,1.43,110;
204800,0.047658,0.719441,0.044296,0.020152,1.14,0.51,1.61,102;
204800,0.047102,0.610627,0.044065,0.020272,0.92,0.48,1.34,104;
204800,0.046759,0.678760,0.045595,0.020307,1.15,0.42,1.36,115;
204800,0.046871,0.684824,0.043817,0.020224,1.10,0.47,1.39,113;
204800,0.069700,0.776132,0.058736,0.028019,1.36,0.46,1.53,118;
204800,0.068947,0.625176,0.056316,0.027692,1.02,0.47,1.32,113;
204800,0.068790,0.619941,0.055487,0.027673,1.09,0.40,1.43,104;
204800,0.050098,0.725541,0.046827,0.020708,1.20,0.46,1.62,102;
204800,0.045868,0.687063,0.044026,0.020179,1.14,0.42,3.08,51;
204800,0.046768,0.707723,0.044799,0.020669,1.19,0.43,1.43,113;
204800,0.069143,0.639070,0.057370,0.027714,1.08,0.43,1.43,106;
204800,0.069336,0.636355,0.055574,0.027183,1.07,0.45,1.42,106;
204800,0.046849,0.683173,0.043383,0.020130,1.12,0.43,1.43,109;
204800,0.047415,0.748737,0.043251,0.020288,1.25,0.45,1.53,111;
204800,0.046421,0.677859,0.045371,0.020255,1.08,0.48,1.43,109;
204800,0.046366,0.678776,0.043105,0.019824,1.17,0.39,1.43,109;
204800,0.047074,0.687927,0.043074,0.020311,1.22,0.36,1.43,110;
204800,0.068540,0.618457,0.056170,0.027742,1.08,0.39,1.32,112;
204800,0.046950,0.678467,0.045355,0.020341,1.12,0.44,1.43,109;
204800,0.047659,0.691370,0.044836,0.020448,1.13,0.46,1.43,111;
204800,0.046494,0.685067,0.045420,0.020196,1.13,0.44,3.17,49;
