Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
204800,0.047538,0.539952,0.048318,0.019719,1.14,0.10,0.88,140;
204800,0.046908,0.543367,0.044011,0.019575,1.18,0.08,3.37,37;
204800,0.047182,0.781170,0.049163,0.019494,1.64,0.09,1.26,137;
204800,0.068214,0.557435,0.056896,0.025403,1.22,0.10,0.92,144;
204800,0.067932,0.567050,0.060206,0.025762,1.22,0.12,0.92,145;
204800,0.068383,0.559717,0.057558,0.025702,1.23,0.10,0.92,144;
204800,0.047223,0.774951,0.048628,0.019359,1.61,0.10,1.10,155;
204800,0.046561,0.775024,0.048928,0.019096,1.57,0.15,1.11,154;
204800,0.047317,0.779818,0.047907,0.019623,1.65,0.07,1.12,154;
204800,0.046768,0.778067,0.047726,0.019081,1.62,0.10,1.12,153;
204800,0.046112,0.779804,0.047467,0.019027,1.62,0.10,1.12,154;
204800,0.048054,0.780142,0.048943,0.019353,1.60,0.12,1.12,154;
204800,0.047254,0.775355,0.048148,0.019348,1.57,0.15,1.12,153;
204800,0.046157,0.783426,0.048667,0.019211,1.61,0.12,1.13,153;
204800,0.046904,0.775637,0.052670,0.019613,1.57,0.15,1.11,154;
204800,0.068851,0.554077,0.056923,0.025435,1.19,0.13,0.93,143;
204800,0.046420,0.779855,0.048221,0.018996,1.61,0.12,3.55,48;
204800,0.046390,0.770914,0.048973,0.019084,1.58,0.13,1.11,153;
204800,0.046974,0.769554,0.047370,0.018955,1.56,0.14,1.11,154;
204800,0.068995,0.551767,0.055720,0.025614,1.19,0.12,0.91,143;
204800,0.047289,0.774422,0.047501,0.019605,1.63,0.08,1.11,154;
204800,0.046537,0.773520,0.047696,0.019156,1.60,0.11,1.11,154;
204800,0.068977,0.560831,0.056317,0.025866,1.21,0.12,0.92,144;
204800,0.046797,0.780286,0.047980,0.019426,1.58,0.14,1.12,153;
204800,0.047252,0.773840,0.047469,0.019383,1.59,0.12,1.11,153;
