verteces,init,finalize,preprocess,conversion,tarjan,user,system,elapsed,pCPU
236518,0.064128,0.000418,12.793363,0.147700,0.122652,13.06,0.07,13.19,99;
236518,0.063224,0.000421,12.818161,0.152935,0.123577,13.07,0.10,13.19,99;
236518,0.062863,0.000414,12.882259,0.149975,0.121774,13.15,0.07,13.25,99;
236518,0.064872,0.000416,12.830660,0.154139,0.126231,13.13,0.06,13.20,99;
236518,0.064931,0.000448,12.842442,0.152011,0.128051,13.14,0.06,13.21,99;
236518,0.063776,0.000400,12.826441,0.149721,0.123556,13.10,0.07,13.21,99;
236518,0.064644,0.000413,12.837171,0.152624,0.123817,13.10,0.08,13.21,99;
236518,0.064917,0.000425,12.811546,0.151333,0.123387,13.07,0.09,13.18,99;
236518,0.065385,0.000417,12.821843,0.152143,0.124538,13.12,0.06,13.19,99;
236518,0.068066,0.000417,12.840276,0.157370,0.125370,13.12,0.08,13.22,99;
236518,0.068224,0.000407,12.819346,0.149923,0.123623,13.10,0.07,13.19,99;
236518,0.062685,0.000493,12.853604,0.149054,0.121630,13.12,0.07,13.21,99;
236518,0.064780,0.000416,12.837694,0.151481,0.122879,13.11,0.08,13.20,99;
236518,0.065221,0.000607,12.850786,0.162737,0.156204,13.18,0.07,13.27,99;
236518,0.083935,0.000425,12.825919,0.154595,0.124840,13.12,0.08,13.22,99;
236518,0.065969,0.000405,12.765696,0.150840,0.122134,13.04,0.07,13.19,99;
236518,0.068574,0.000505,13.156560,0.120658,0.119021,13.42,0.05,13.50,99;
236518,0.064253,0.000382,14.027556,0.096265,0.096033,14.23,0.06,14.31,99;
236518,0.060852,0.000395,13.897609,0.097735,0.094198,14.10,0.06,14.18,99;
236518,0.056309,0.000392,13.819873,0.097107,0.094933,14.03,0.04,14.10,99;
236518,0.057606,0.000390,13.716513,0.092810,0.093777,13.92,0.05,13.99,99;
236518,0.056621,0.000454,13.645147,0.100563,0.099004,13.84,0.07,13.99,99;
236518,0.054568,0.000395,13.723730,0.093145,0.093719,13.92,0.06,14.00,99;
236518,0.057013,0.000384,14.193614,0.095054,0.095202,14.40,0.05,14.47,99;
236518,0.058381,0.000413,14.119620,0.143652,0.121892,14.37,0.08,14.47,99;
