Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.105984,0.000000,0.000000,0.000000,0.000104,0.001909,0.001584,0.000519,0.20,0.10,1.06,28;
1000000,0,0.054740,0.000000,0.000000,0.000000,0.000103,0.001882,0.000824,0.000426,0.12,0.06,0.37,53;
1000000,0,0.057012,0.000000,0.000000,0.000000,0.000074,0.001883,0.000827,0.000397,0.12,0.08,0.36,55;
1000000,0,0.058501,0.000000,0.000000,0.000000,0.000075,0.001878,0.000826,0.000366,0.13,0.07,0.35,58;
1000000,0,0.055932,0.000000,0.000000,0.000000,0.000085,0.001883,0.000805,0.000371,0.13,0.07,0.36,54;
1000000,0,0.056456,0.000000,0.000000,0.000000,0.000076,0.001882,0.000811,0.000397,0.13,0.07,0.36,56;
1000000,0,0.054958,0.000000,0.000000,0.000000,0.000081,0.001879,0.000823,0.000370,0.12,0.07,0.35,56;
1000000,0,0.052564,0.000000,0.000000,0.000000,0.000074,0.001879,0.000824,0.000408,0.11,0.07,0.35,55;
1000000,0,0.054216,0.000000,0.000000,0.000000,0.000074,0.001877,0.000825,0.000369,0.13,0.07,0.36,55;
1000000,0,0.101345,0.000000,0.000000,0.000000,0.000103,0.001914,0.001588,0.000520,0.19,0.09,0.40,73;
1000000,0,0.103778,0.000000,0.000000,0.000000,0.000106,0.001911,0.001588,0.000535,0.22,0.10,0.44,74;
1000000,0,0.056502,0.000000,0.000000,0.000000,0.000061,0.001875,0.000828,0.000323,0.12,0.07,0.34,56;
1000000,0,0.106507,0.000000,0.000000,0.000000,0.000101,0.001915,0.001584,0.000516,0.21,0.09,0.41,73;
1000000,0,0.054561,0.000000,0.000000,0.000000,0.000076,0.001883,0.000827,0.000364,0.12,0.07,0.35,56;
1000000,0,0.105578,0.000000,0.000000,0.000000,0.000102,0.001910,0.001589,0.000518,0.23,0.09,0.43,75;
1000000,0,0.103924,0.000000,0.000000,0.000000,0.000104,0.001913,0.001588,0.000522,0.19,0.11,0.42,72;
1000000,0,0.053996,0.000000,0.000000,0.000000,0.000075,0.001875,0.000828,0.000401,0.13,0.06,0.35,56;
1000000,0,0.054201,0.000000,0.000000,0.000000,0.000073,0.001879,0.000806,0.000366,0.13,0.06,0.36,55;
1000000,0,0.102451,0.000000,0.000000,0.000000,0.000104,0.001916,0.001584,0.000644,0.17,0.12,0.40,73;
1000000,0,0.104637,0.000000,0.000000,0.000000,0.000106,0.001911,0.001586,0.000542,0.20,0.09,0.40,74;
1000000,0,0.054249,0.000000,0.000000,0.000000,0.000074,0.001883,0.000839,0.000366,0.12,0.08,0.36,55;
1000000,0,0.058424,0.000000,0.000000,0.000000,0.000074,0.001878,0.000827,0.001603,0.14,0.07,0.36,57;
1000000,0,0.054050,0.000000,0.000000,0.000000,0.000201,0.001877,0.000808,0.000368,0.13,0.08,0.38,57;
1000000,0,0.053897,0.000000,0.000000,0.000000,0.000075,0.001878,0.000824,0.000372,0.11,0.07,0.36,53;
1000000,0,0.060102,0.000000,0.000000,0.000000,0.000077,0.001877,0.000828,0.000370,0.14,0.08,0.39,59;
