Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.102665,0.000000,0.000000,0.000000,0.000326,0.001914,0.001588,0.000571,0.29,0.23,1.03,50;
1000000,0,0.105969,0.000000,0.000000,0.000000,0.000414,0.001919,0.001584,0.000572,0.45,0.23,0.87,79;
1000000,0,0.057741,0.000000,0.000000,0.000000,0.000296,0.001906,0.000878,0.000393,0.23,0.16,0.71,54;
1000000,0,0.104690,0.000000,0.000000,0.000000,0.000303,0.001910,0.001587,0.000576,0.31,0.19,0.74,67;
1000000,0,0.055346,0.000000,0.000000,0.000000,0.000257,0.001875,0.000855,0.000338,0.21,0.17,0.68,56;
1000000,0,0.055055,0.000000,0.000000,0.000000,0.000311,0.001873,0.000838,0.000372,0.23,0.12,0.69,51;
1000000,0,0.054533,0.000000,0.000000,0.000000,0.000305,0.001877,0.000829,0.000487,0.24,0.13,0.64,59;
1000000,0,0.060470,0.000000,0.000000,0.000000,0.000293,0.001879,0.000824,0.000370,0.26,0.13,0.70,57;
1000000,0,0.105179,0.000000,0.000000,0.000000,0.000338,0.001903,0.001587,0.000566,0.33,0.18,0.84,60;
1000000,0,0.054801,0.000001,0.000000,0.000000,0.000269,0.001878,0.000846,0.000368,0.22,0.12,0.66,53;
1000000,0,0.054461,0.000000,0.000000,0.000000,0.000243,0.001877,0.000823,0.000367,0.24,0.15,0.73,53;
1000000,0,0.055074,0.000000,0.000000,0.000000,0.000287,0.001876,0.000839,0.000365,0.24,0.13,0.70,54;
1000000,0,0.055870,0.000000,0.000000,0.000000,0.000292,0.001882,0.000825,0.000456,0.25,0.13,0.71,54;
1000000,0,0.057352,0.000000,0.000000,0.000000,0.000307,0.001881,0.000878,0.000389,0.27,0.13,0.71,56;
1000000,0,0.055530,0.000000,0.000000,0.000000,0.000290,0.001874,0.000828,0.000636,0.26,0.13,0.71,55;
1000000,0,0.058925,0.000000,0.000000,0.000000,0.000273,0.001880,0.000848,0.000439,0.26,0.15,0.71,58;
1000000,0,0.059907,0.000000,0.000000,0.000000,0.000264,0.001886,0.000822,0.000371,0.21,0.16,0.69,54;
1000000,0,0.055311,0.000000,0.000000,0.000000,0.000259,0.001877,0.000824,0.000364,0.21,0.14,0.70,50;
1000000,0,0.106056,0.000000,0.000000,0.000000,0.000366,0.001917,0.001588,0.000568,0.42,0.21,0.83,77;
1000000,0,0.054920,0.000000,0.000000,0.000000,0.000236,0.001874,0.000806,0.000339,0.23,0.12,0.69,51;
1000000,0,0.062893,0.000000,0.000000,0.000000,0.000262,0.001872,0.000844,0.000363,0.26,0.15,4.11,10;
1000000,0,0.054947,0.000001,0.000000,0.000000,0.000299,0.002810,0.000825,0.000350,0.19,0.15,0.68,51;
1000000,0,0.054537,0.000000,0.000000,0.000000,0.000279,0.001878,0.000822,0.000369,0.19,0.15,0.71,48;
1000000,0,0.108962,0.000000,0.000000,0.000000,0.000425,0.001907,0.001588,0.000563,0.34,0.23,0.80,72;
1000000,0,0.055234,0.000000,0.000000,0.000000,0.000263,0.001873,0.000824,0.000373,0.22,0.12,0.69,51;
