Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
1000000,0,0.055359,0.000000,0.000000,0.000000,0.000171,0.001873,0.000836,0.000399,0.14,0.11,0.72,35;
1000000,0,0.104580,0.000001,0.000000,0.000000,0.000159,0.001908,0.001587,0.000516,0.18,0.15,0.80,42;
1000000,0,0.054658,0.000000,0.000000,0.000000,0.000171,0.001875,0.000825,0.000379,0.15,0.10,0.72,35;
1000000,0,0.057654,0.000000,0.000000,0.000000,0.000147,0.001881,0.000827,0.000370,0.12,0.14,0.80,33;
1000000,0,0.057429,0.000000,0.000000,0.000000,0.000146,0.001875,0.000827,0.000370,0.14,0.09,0.70,33;
1000000,0,0.056491,0.000001,0.000000,0.000000,0.000153,0.001882,0.000845,0.000373,0.12,0.12,0.71,34;
1000000,0,0.109458,0.000000,0.000000,0.000000,0.000190,0.001913,0.001587,0.000486,0.23,0.13,0.81,45;
1000000,0,0.054710,0.000000,0.000000,0.000000,0.000159,0.001872,0.000844,0.000345,0.10,0.13,0.60,39;
1000000,0,0.102199,0.000000,0.000000,0.000000,0.000196,0.001912,0.001583,0.000508,0.16,0.16,0.65,49;
1000000,0,0.104728,0.000000,0.000000,0.000000,0.000189,0.001909,0.001583,0.000523,0.16,0.18,0.77,45;
1000000,0,0.059812,0.000000,0.000000,0.000000,0.000145,0.001876,0.000824,0.000366,0.17,0.11,0.81,34;
1000000,0,0.055947,0.000000,0.000000,0.000000,0.000146,0.001879,0.000828,0.000372,0.13,0.10,0.70,33;
1000000,0,0.103694,0.000000,0.000000,0.000000,0.000188,0.001910,0.001583,0.000524,0.16,0.17,0.82,41;
1000000,0,0.053930,0.000000,0.000000,0.000000,0.000131,0.001877,0.000812,0.000351,0.13,0.11,0.72,34;
1000000,0,0.113877,0.000000,0.000000,0.000000,0.000186,0.001912,0.001588,0.000514,0.17,0.19,0.80,45;
1000000,0,0.062135,0.000000,0.000000,0.000000,0.000146,0.001879,0.000825,0.000403,0.15,0.13,2.98,9;
1000000,0,0.104767,0.000000,0.000000,0.000000,0.000190,0.001907,0.001584,0.000501,0.20,0.15,1.10,32;
1000000,0,0.105198,0.000000,0.000000,0.000000,0.000189,0.001911,0.001583,0.000506,0.19,0.16,0.81,44;
1000000,0,0.102116,0.000000,0.000000,0.000000,0.000192,0.001913,0.001584,0.000497,0.19,0.13,0.71,46;
1000000,0,0.108922,0.000001,0.000000,0.000000,0.000191,0.001909,0.001587,0.000536,0.20,0.16,0.81,44;
1000000,0,0.108904,0.000000,0.000000,0.000000,0.000187,0.001906,0.001583,0.000501,0.16,0.17,0.81,41;
1000000,0,0.102898,0.000000,0.000000,0.000000,0.000183,0.001913,0.001588,0.000536,0.21,0.12,0.71,47;
1000000,0,0.054291,0.000000,0.000000,0.000000,0.000144,0.001878,0.000825,0.000340,0.13,0.10,0.60,39;
1000000,0,0.054044,0.000001,0.000000,0.000000,0.000152,0.001878,0.000811,0.000383,0.15,0.10,0.62,40;
1000000,0,0.054974,0.000000,0.000000,0.000000,0.000140,0.001881,0.000828,0.000369,0.14,0.09,0.69,34;
