verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
409600,200704,0.016831,0.000970,0.051461,101.269699,101.32,0.01,101.34,99;
409600,200704,0.016707,0.000965,0.051738,101.462816,101.47,0.05,101.53,99;
409600,200704,0.016786,0.000985,0.051689,101.354327,101.34,0.08,101.42,99;
409600,200704,0.016717,0.001088,0.050693,102.082287,102.10,0.04,102.15,99;
409600,200704,0.016961,0.000957,0.050972,102.242342,102.26,0.04,102.31,99;
409600,200704,0.016801,0.000988,0.050145,101.202185,101.25,0.01,101.27,99;
409600,200704,0.016911,0.001092,0.052465,102.281598,102.28,0.07,102.35,99;
409600,200704,0.016883,0.000987,0.052425,101.307978,101.36,0.01,101.38,99;
409600,200704,0.016908,0.001149,0.051045,101.696534,101.74,0.02,101.78,99;
409600,200704,0.016935,0.001219,0.051092,102.023510,102.00,0.09,102.11,99;
409600,200704,0.016962,0.000952,0.050465,101.065844,101.08,0.04,101.13,99;
409600,200704,0.016960,0.000981,0.051545,101.762692,101.78,0.05,101.83,99;
409600,200704,0.016967,0.000935,0.051449,101.508155,101.50,0.07,101.58,99;
409600,200704,0.016966,0.000969,0.051300,101.365971,101.36,0.06,101.43,99;
409600,200704,0.016964,0.000972,0.052385,101.305911,101.35,0.02,101.38,99;
409600,200704,0.016951,0.000985,0.051561,101.235446,101.28,0.01,101.30,99;
409600,200704,0.016882,0.000986,0.050439,101.412111,101.46,0.01,101.48,99;
409600,200704,0.017038,0.000943,0.050829,101.497418,101.54,0.02,101.57,99;
409600,200704,0.017030,0.000956,0.052665,101.508763,101.54,0.03,101.58,99;
409600,200704,0.016992,0.000970,0.052861,101.366917,101.38,0.05,101.44,99;
409600,200704,0.016593,0.001023,0.050458,100.258428,100.31,0.01,100.33,99;
409600,200704,0.016927,0.000966,0.051561,101.419233,101.47,0.01,101.49,99;
409600,200704,0.016899,0.000971,0.050194,101.918595,101.98,0.00,101.99,99;
409600,200704,0.016846,0.000983,0.050830,101.248739,101.28,0.03,101.32,99;
409600,200704,0.016561,0.000967,0.049672,99.990639,100.04,0.02,100.06,99;
