Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
250000,0.155192,4.462313,0.116193,0.000237,7.12,2.23,5.33,175;
250000,0.232659,3.359470,0.147776,0.000278,5.59,1.71,4.42,165;
250000,0.227293,3.134420,0.148145,0.000282,5.23,1.61,5.95,114;
250000,0.230916,4.445922,0.149415,0.000288,7.06,2.41,5.57,169;
250000,0.230769,3.157215,0.148084,0.000278,5.39,1.50,4.22,163;
250000,0.156990,3.650319,0.119640,0.000243,5.78,1.93,7.14,108;
250000,0.236038,3.831141,0.148074,0.000282,6.05,2.19,4.83,170;
250000,0.159004,54.273393,0.117814,0.000259,77.13,46.82,70.36,176;
250000,0.154712,3.540182,0.114647,0.000235,5.74,1.77,5.95,126;
250000,0.229058,3.257921,0.146681,0.000279,5.35,1.73,4.21,168;
250000,0.152348,4.159137,0.115356,0.000236,6.75,1.97,5.24,166;
250000,0.229861,3.578820,0.148188,0.000287,5.86,1.87,6.98,110;
250000,0.237795,3.522104,0.147658,0.000282,5.77,1.86,4.52,168;
250000,0.153535,3.675872,0.116641,0.000241,6.10,1.68,4.51,172;
250000,0.155807,4.039742,0.114226,0.000240,6.63,1.86,4.94,171;
250000,0.156755,4.051144,0.115349,0.000235,6.54,1.99,6.47,132;
250000,0.158132,4.292708,0.116269,0.000240,6.83,2.18,5.31,169;
250000,0.230781,3.349830,0.146926,0.000297,5.48,1.78,4.24,171;
250000,0.155134,3.902599,0.115627,0.000238,6.45,1.79,7.39,111;
250000,0.228404,3.544019,0.148364,0.000280,5.72,1.94,4.52,169;
250000,0.156832,4.292090,0.117610,0.000243,6.83,2.18,5.13,175;
250000,0.155654,3.753460,0.116225,0.000242,6.15,1.78,6.98,113;
250000,0.231524,3.348539,0.147694,0.000279,5.57,1.70,4.31,168;
250000,0.230265,3.756965,0.147959,0.000280,6.04,2.05,4.73,171;
250000,0.155748,4.130350,0.115335,0.000238,6.60,2.08,4.96,174;
