Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
250000,0.153872,7.093523,0.119669,0.000241,14.31,0.26,7.55,193;
250000,0.156110,4.612277,0.121066,0.000235,9.44,0.17,7.84,122;
250000,0.229511,4.679393,0.150378,0.000281,9.72,0.17,5.21,190;
250000,0.154971,7.092480,0.115261,0.000241,14.40,0.16,7.56,192;
250000,0.224825,4.706715,0.148202,0.000281,9.80,0.14,7.06,140;
250000,0.157663,7.088896,0.114525,0.000237,14.35,0.22,7.55,192;
250000,0.232119,4.708070,0.152243,0.000316,9.72,0.23,5.25,189;
250000,0.153995,7.024913,0.113530,0.000237,14.21,0.25,9.35,154;
250000,0.229302,4.669496,0.147479,0.000279,9.69,0.18,5.21,189;
250000,0.193981,4.641275,0.114740,0.000240,9.58,0.17,5.16,189;
250000,0.225263,4.562824,0.154622,0.000281,9.43,0.23,6.91,139;
250000,0.157809,7.122188,0.115192,0.000241,14.45,0.19,7.59,192;
250000,0.155949,4.568139,0.121632,0.000234,9.33,0.19,5.02,189;
250000,0.233518,4.582449,0.155047,0.000282,9.52,0.20,6.94,140;
250000,0.155236,7.143152,0.120508,0.000240,14.46,0.22,7.60,193;
250000,0.153446,7.017197,0.120683,0.000249,14.18,0.23,7.48,192;
250000,0.226363,4.635100,0.153203,0.000277,9.62,0.18,6.98,140;
250000,0.229044,4.580020,0.153067,0.000280,9.45,0.24,5.11,189;
250000,0.233984,4.578164,0.154262,0.000285,9.53,0.18,5.12,189;
250000,0.161969,4.722525,0.119393,0.000237,9.61,0.24,7.08,139;
250000,0.230279,4.641612,0.152313,0.000282,9.59,0.23,5.19,189;
250000,0.153732,7.092256,0.121321,0.000238,14.31,0.25,7.55,192;
250000,0.227507,4.642842,0.152840,0.000284,9.62,0.21,7.00,140;
250000,0.226807,4.545296,0.151359,0.000283,9.41,0.21,5.07,189;
250000,0.155932,7.117534,0.121128,0.000236,14.39,0.23,7.58,192;
