Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
250000,0.229638,2.289237,0.140563,0.000284,5.82,2.00,3.23,241;
250000,0.165432,2.410728,0.114508,0.000237,6.18,2.18,5.01,167;
250000,0.155996,2.993384,0.111844,0.000239,7.45,2.62,4.22,238;
250000,0.230410,2.292241,0.140518,0.000283,6.04,1.79,3.24,241;
250000,0.158724,3.021255,0.113024,0.000250,7.61,2.54,4.12,246;
250000,0.154263,2.794863,0.110677,0.000237,7.11,2.35,3.86,245;
250000,0.164400,2.615391,0.112704,0.000238,6.73,2.23,6.54,136;
250000,0.232338,2.290305,0.141976,0.000289,5.93,1.90,3.27,239;
250000,0.156977,2.748978,0.108872,0.000244,7.01,2.32,3.88,240;
250000,0.224005,2.396172,0.139640,0.000286,6.22,1.91,3.27,248;
250000,0.227666,2.291359,0.140785,0.000285,5.96,1.90,6.18,127;
250000,0.155070,2.895792,0.107762,0.000235,7.31,2.47,4.08,239;
250000,0.155077,2.869324,0.112481,0.000245,7.09,2.60,4.06,238;
250000,0.156462,2.997816,0.111767,0.000242,7.48,2.59,4.08,246;
250000,0.179781,2.387841,0.113248,0.000235,6.19,1.88,3.51,229;
250000,0.229259,2.310251,0.143249,0.000283,5.94,1.90,5.68,138;
250000,0.153432,2.709026,0.109372,0.000236,7.01,2.20,3.94,234;
250000,0.156812,2.549800,0.109276,0.000235,6.61,2.13,3.63,240;
250000,0.231412,2.190043,0.141562,0.000285,5.66,1.83,3.07,244;
250000,0.156482,2.402800,0.111627,0.000249,6.15,1.93,3.53,228;
250000,0.155909,2.395023,0.113507,0.000234,6.02,1.81,5.87,133;
250000,0.227512,2.294101,0.140389,0.000278,6.02,1.81,3.27,239;
250000,0.227488,2.189259,0.140042,0.000279,5.64,1.88,3.32,226;
250000,0.154848,2.467573,0.107845,0.000237,6.04,1.99,3.43,234;
250000,0.156626,3.005215,0.111536,0.000241,7.58,2.52,4.08,247;
