Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
250000,0.227327,4.644398,0.156426,0.000288,9.61,0.23,7.02,140;
250000,0.227704,4.598503,0.155550,0.000297,9.54,0.22,5.15,189;
250000,0.161301,7.040649,0.123022,0.000236,14.25,0.22,7.51,192;
250000,0.233819,4.574909,0.154625,0.000281,9.46,0.24,5.16,187;
250000,0.228368,4.647238,0.154248,0.000281,9.64,0.20,7.00,140;
250000,0.229643,4.569122,0.156129,0.000279,9.45,0.23,5.10,189;
250000,0.230354,4.575181,0.156284,0.000272,9.50,0.19,5.12,189;
250000,0.232153,4.582743,0.156468,0.000282,9.51,0.19,5.16,188;
250000,0.156033,7.123031,0.122498,0.000241,14.46,0.18,9.41,155;
250000,0.232335,4.672844,0.157756,0.000277,9.63,0.26,5.20,190;
250000,0.229519,7.172014,0.159363,0.000292,14.66,0.24,7.72,192;
250000,0.155271,6.998108,0.122123,0.000241,14.11,0.26,9.28,154;
250000,0.228412,4.559987,0.155917,0.000281,9.48,0.20,5.11,189;
250000,0.230985,7.161665,0.159185,0.000294,14.60,0.28,7.71,193;
250000,0.228485,4.642076,0.155472,0.000277,9.65,0.18,7.00,140;
250000,0.228716,4.641549,0.156424,0.000280,9.61,0.20,5.17,190;
250000,0.230128,7.193587,0.157771,0.000304,14.74,0.20,7.74,193;
250000,0.226254,4.569291,0.156406,0.000285,9.43,0.22,5.14,187;
250000,0.159595,7.118571,0.123719,0.000239,14.36,0.27,9.40,155;
250000,0.228352,4.557266,0.155365,0.000278,9.48,0.19,5.10,189;
250000,0.237588,6.942034,0.148824,0.000241,14.27,0.19,7.50,192;
250000,0.155473,7.040048,0.122989,0.000242,14.22,0.25,9.33,155;
250000,0.154824,7.121257,0.123032,0.000240,14.41,0.20,7.57,192;
250000,0.230438,4.667579,0.154356,0.000279,9.61,0.26,5.22,189;
250000,0.231279,4.578041,0.155562,0.000281,9.51,0.19,6.93,140;
