Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,0.187576,1.070286,0.064618,0.000142,3.17,0.96,3.78,109;
150000,0.122693,1.188977,0.054630,0.000127,3.19,1.01,2.25,187;
150000,0.183563,1.059611,0.064964,0.000149,3.15,0.93,2.04,200;
150000,0.185054,1.119709,0.065234,0.000142,3.29,0.97,2.25,189;
150000,0.122510,1.144705,0.054307,0.000124,3.01,0.95,2.03,194;
150000,0.122483,1.127612,0.053931,0.000126,3.15,0.88,2.14,188;
150000,0.122144,1.134874,0.054655,0.000126,3.00,1.03,2.16,186;
150000,0.122377,1.153885,0.054706,0.000121,3.12,0.86,2.02,197;
150000,0.125106,1.243642,0.053726,0.000154,3.25,1.02,4.50,95;
150000,0.126379,1.340708,0.054940,0.000151,3.51,1.15,2.24,207;
150000,0.187678,1.076654,0.065538,0.000146,3.21,0.93,2.04,203;
150000,0.185635,1.065654,0.065385,0.000143,3.04,1.06,2.04,201;
150000,0.121339,1.297142,0.053889,0.000144,3.48,1.04,2.25,201;
150000,0.189335,1.095063,0.066253,0.000153,3.23,0.97,2.24,187;
150000,0.122361,1.271930,0.053932,0.000141,3.45,1.01,2.30,193;
150000,0.197665,1.075432,0.065411,0.000143,3.22,0.94,1.98,209;
150000,0.197299,1.161893,0.066820,0.000143,3.31,1.14,3.88,114;
150000,0.183801,1.070531,0.066125,0.000143,3.08,1.03,2.04,201;
150000,0.193785,1.075008,0.064465,0.000144,3.11,1.03,2.04,202;
150000,0.123273,1.260359,0.053991,0.000142,3.36,1.00,2.26,192;
150000,0.186691,1.261438,0.066916,0.000144,3.56,0.95,2.23,202;
150000,0.123600,1.143151,0.053376,0.000127,3.17,0.90,2.04,199;
150000,0.193069,1.164943,0.066350,0.000143,3.33,1.08,2.29,192;
150000,0.186270,1.076411,0.065196,0.000144,3.19,0.95,1.99,207;
150000,0.147177,1.334991,0.054855,0.000146,3.57,1.13,3.90,120;
