Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,0.123192,3.440668,0.061832,0.000143,7.04,0.16,3.89,185;
150000,0.122158,2.282224,0.062872,0.000146,4.74,0.13,4.23,115;
150000,0.122956,2.237450,0.060693,0.000125,4.67,0.12,2.65,180;
150000,0.120401,3.391505,0.061269,0.000142,6.98,0.11,3.80,186;
150000,0.121297,3.398417,0.061930,0.000151,6.96,0.15,3.82,186;
150000,0.128192,2.423577,0.066125,0.000173,5.03,0.14,4.40,117;
150000,0.123710,3.437436,0.060792,0.000149,7.09,0.10,3.87,185;
150000,0.185332,2.218868,0.077400,0.000172,4.74,0.14,4.22,115;
150000,0.193791,2.255426,0.074394,0.000145,4.87,0.10,2.74,181;
150000,0.123191,3.342353,0.061237,0.000155,6.89,0.11,3.76,186;
150000,0.122661,3.371525,0.062444,0.000144,6.92,0.13,3.78,186;
150000,0.125101,2.231068,0.059993,0.000126,4.68,0.10,4.19,114;
150000,0.123022,3.355896,0.061297,0.000144,6.93,0.10,6.05,116;
150000,0.188802,3.398388,0.075934,0.000165,7.09,0.15,3.89,186;
150000,0.124327,3.379361,0.061094,0.000157,6.94,0.15,3.80,186;
150000,0.194178,2.210629,0.073585,0.000147,4.76,0.12,2.70,180;
150000,0.125325,2.249796,0.059557,0.000126,4.70,0.11,4.20,114;
150000,0.129884,2.210258,0.061496,0.000129,4.64,0.10,4.15,114;
150000,0.123194,3.396004,0.061059,0.000144,6.98,0.12,3.81,186;
150000,0.185265,2.255671,0.073953,0.000144,4.86,0.09,2.73,181;
150000,0.191378,2.247172,0.074249,0.000143,4.83,0.11,2.75,179;
150000,0.186447,2.207865,0.073952,0.000141,4.75,0.11,2.69,180;
150000,0.122820,2.231678,0.060419,0.000127,4.65,0.12,4.20,113;
150000,0.127361,2.213331,0.059041,0.000126,4.62,0.13,4.15,114;
150000,0.121371,3.439323,0.061445,0.000141,7.05,0.14,3.86,186;
