Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
150000,0.186030,1.771124,0.069234,0.000142,3.06,0.95,2.66,150;
150000,0.185902,1.904499,0.069211,0.000148,3.20,1.07,2.76,155;
150000,0.120461,1.748755,0.059100,0.000157,2.98,0.86,4.29,89;
150000,0.121475,1.844377,0.057637,0.000142,3.17,0.86,2.65,152;
150000,0.121131,1.846298,0.057134,0.000159,3.21,0.83,2.66,152;
150000,0.186456,1.900557,0.069376,0.000143,3.11,1.17,2.75,155;
150000,0.122565,1.846719,0.058491,0.000149,3.23,0.81,2.65,152;
150000,0.123485,1.920521,0.057644,0.000146,3.36,0.90,2.76,154;
150000,0.187345,1.879694,0.069187,0.000161,3.32,0.93,2.78,152;
150000,0.190874,1.669212,0.068698,0.000142,3.04,0.80,4.26,90;
150000,0.121942,1.849051,0.055831,0.000155,3.14,0.91,2.65,152;
150000,0.189472,2.204328,0.069314,0.000144,3.76,1.13,3.03,161;
150000,0.119267,1.743021,0.055867,0.000154,2.97,0.85,2.59,147;
150000,0.119794,1.841051,0.056985,0.000129,3.09,0.93,2.65,151;
150000,0.122414,1.838437,0.057398,0.000156,3.16,0.86,2.65,151;
150000,0.122889,1.843526,0.057128,0.000145,3.18,0.86,2.65,152;
150000,0.187821,1.710382,0.067792,0.000149,2.93,0.97,4.29,90;
150000,0.183969,1.690746,0.067265,0.000142,2.89,0.97,2.55,151;
150000,0.192097,1.691765,0.069285,0.000142,2.94,0.93,2.58,149;
150000,0.120554,1.857500,0.056194,0.000128,3.16,0.90,2.62,154;
150000,0.189707,1.901821,0.068032,0.000147,3.26,1.03,2.93,146;
150000,0.185759,1.884171,0.071334,0.000188,3.36,0.90,3.00,142;
150000,0.191117,1.900121,0.068125,0.000142,3.23,1.07,5.52,78;
150000,0.123260,1.944852,0.057465,0.000154,3.29,0.95,2.76,153;
150000,0.188432,1.653698,0.068910,0.000148,2.85,0.94,2.45,154;
