Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
150000,0.123670,1.240837,0.054569,0.000144,3.40,0.96,2.23,195;
150000,0.122766,1.201060,0.053483,0.000125,3.29,0.96,2.23,190;
150000,0.124001,1.171797,0.054095,0.000122,3.14,1.01,2.04,203;
150000,0.125150,1.385610,0.055406,0.000163,3.80,1.00,2.24,214;
150000,0.120162,1.299404,0.053913,0.000144,3.55,0.87,2.27,194;
150000,0.122824,1.145552,0.054618,0.000128,3.20,0.89,3.65,112;
150000,0.124667,1.149832,0.054033,0.000122,3.21,0.89,2.04,200;
150000,0.191028,1.138235,0.066030,0.000141,3.27,1.06,2.26,191;
150000,0.123196,1.140922,0.055236,0.000129,3.17,0.88,2.02,200;
150000,0.124625,1.273978,0.054895,0.000142,3.45,1.02,2.30,193;
150000,0.124106,1.146076,0.054589,0.000131,3.19,0.89,1.98,205;
150000,0.123196,1.143520,0.054593,0.000129,3.09,0.98,2.04,199;
150000,0.187532,1.151935,0.066975,0.000141,3.30,1.05,2.28,190;
150000,0.197926,1.070918,0.064721,0.000141,3.06,1.06,2.00,206;
150000,0.190474,1.083936,0.065914,0.000140,3.22,0.96,3.68,113;
150000,0.189714,1.083604,0.065552,0.000147,3.22,0.94,2.04,203;
150000,0.191982,1.270364,0.064865,0.000166,3.59,1.13,2.25,210;
150000,0.122540,1.138986,0.054454,0.000127,3.06,0.89,2.11,187;
150000,0.123416,1.148944,0.054582,0.000120,3.12,0.86,1.97,202;
150000,0.122898,1.148589,0.054819,0.000127,3.22,0.86,2.04,200;
150000,0.186870,1.077109,0.065664,0.000143,3.13,1.01,2.04,202;
150000,0.123389,1.283316,0.053398,0.000150,3.46,1.02,2.31,193;
150000,0.123746,1.144320,0.054241,0.000127,3.19,0.89,1.97,206;
150000,0.123242,1.264038,0.053950,0.000154,3.47,0.99,3.88,115;
150000,0.182653,1.062611,0.065287,0.000147,3.03,0.86,1.94,200;
