Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
150000,0.185453,2.226935,0.073579,0.000146,4.79,0.10,2.70,181;
150000,0.191183,2.232351,0.074076,0.000149,4.82,0.10,2.77,177;
150000,0.123432,3.422955,0.061641,0.000146,7.05,0.12,5.67,126;
150000,0.122300,3.432586,0.061567,0.000142,7.03,0.15,3.84,186;
150000,0.120485,3.419961,0.060531,0.000143,7.01,0.14,3.84,186;
150000,0.121809,3.362396,0.061260,0.000145,6.91,0.12,3.78,186;
150000,0.193509,3.409119,0.076795,0.000167,7.14,0.13,3.93,185;
150000,0.125379,2.222781,0.059413,0.000131,4.70,0.07,4.46,106;
150000,0.123723,3.438415,0.062354,0.000163,7.02,0.18,3.85,186;
150000,0.188370,2.248278,0.073314,0.000146,4.82,0.12,2.72,181;
150000,0.189848,2.256431,0.074236,0.000144,4.83,0.12,2.74,181;
150000,0.197463,2.254287,0.074279,0.000145,4.85,0.12,2.75,181;
150000,0.187147,2.234106,0.073345,0.000147,4.77,0.14,2.71,181;
150000,0.188921,2.250882,0.073883,0.000147,4.85,0.10,4.72,105;
150000,0.194918,2.213515,0.074234,0.000147,4.76,0.12,2.70,181;
150000,0.182259,2.233477,0.073703,0.000145,4.77,0.13,2.70,181;
150000,0.181682,2.235778,0.074941,0.000146,4.77,0.13,2.71,180;
150000,0.187679,2.223710,0.073461,0.000147,4.76,0.13,2.70,180;
150000,0.121548,3.331440,0.061609,0.000144,6.85,0.13,3.75,185;
150000,0.128600,2.296968,0.059812,0.000133,4.84,0.08,5.86,84;
150000,0.123639,3.401220,0.061735,0.000159,6.99,0.12,3.82,186;
150000,0.189355,2.251246,0.073759,0.000144,4.83,0.12,2.75,180;
150000,0.185612,2.242825,0.073553,0.000147,4.78,0.14,2.72,181;
150000,0.185236,2.250011,0.073528,0.000145,4.83,0.11,2.73,181;
150000,0.185341,2.239623,0.073268,0.000143,4.80,0.12,2.74,179;
