Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
150000,0.122213,1.845952,0.057039,0.000145,3.15,0.88,2.65,152;
150000,0.121774,1.847457,0.057075,0.000145,3.08,0.96,2.65,152;
150000,0.122086,1.948635,0.057551,0.000140,3.25,1.00,2.76,154;
150000,0.182611,1.712295,0.069174,0.000181,2.95,0.94,2.65,146;
150000,0.121669,1.948036,0.057457,0.000144,3.24,1.00,2.76,154;
150000,0.122254,1.666366,0.056555,0.000133,2.79,0.89,2.45,150;
150000,0.121701,1.752519,0.057317,0.000158,3.12,0.74,4.09,94;
150000,0.122199,1.656489,0.056946,0.000125,2.83,0.83,2.45,149;
150000,0.121218,1.849727,0.057117,0.000157,3.04,1.00,2.65,152;
150000,0.122167,1.839859,0.057839,0.000138,3.12,0.91,2.65,151;
150000,0.123530,1.884407,0.058350,0.000154,3.23,0.89,2.66,155;
150000,0.200262,2.183687,0.071094,0.000141,3.65,1.22,3.06,159;
150000,0.121596,1.843213,0.056894,0.000154,3.13,0.91,2.65,152;
150000,0.121773,1.836616,0.057497,0.000158,3.14,0.90,4.19,96;
150000,0.123427,1.942170,0.057714,0.000142,3.19,1.05,2.76,153;
150000,0.122160,1.943057,0.057922,0.000146,3.29,0.94,2.76,153;
150000,0.198658,1.789430,0.070635,0.000139,3.17,0.91,2.65,153;
150000,0.122926,1.844715,0.057665,0.000143,3.15,0.89,2.65,152;
150000,0.122333,1.848224,0.057776,0.000141,3.16,0.88,2.65,152;
150000,0.182836,1.702651,0.068611,0.000144,2.91,0.96,2.55,151;
150000,0.122535,1.850640,0.057751,0.000153,3.23,0.82,4.19,96;
150000,0.188794,1.694786,0.069643,0.000139,2.95,0.92,2.55,151;
150000,0.187002,1.695319,0.068772,0.000146,2.89,0.98,2.55,151;
150000,0.185948,1.799805,0.069818,0.000144,3.04,1.03,2.62,155;
150000,0.194234,1.692549,0.069991,0.000140,2.83,1.04,2.58,150;
