Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
51200,0.016807,0.183244,0.009873,0.007406,0.36,0.15,0.82,62;
51200,0.011894,0.150317,0.007810,0.005010,0.29,0.14,0.80,53;
51200,0.011829,0.135054,0.007106,0.005115,0.25,0.13,0.69,56;
51200,0.016725,0.137806,0.008921,0.006996,0.25,0.16,0.72,58;
51200,0.011850,0.148851,0.007419,0.004887,0.30,0.13,0.72,60;
51200,0.011599,0.156830,0.007410,0.004986,0.27,0.16,0.92,47;
51200,0.016860,0.135413,0.008877,0.007286,0.24,0.17,0.70,59;
51200,0.016692,0.203944,0.008779,0.007327,0.36,0.18,0.78,70;
51200,0.012286,0.154227,0.007409,0.004997,0.28,0.15,0.75,58;
51200,0.017426,0.140237,0.008868,0.007288,0.31,0.10,0.80,51;
51200,0.011964,0.217375,0.007965,0.004947,0.37,0.20,3.34,17;
51200,0.012440,0.164667,0.007475,0.004906,0.29,0.17,0.88,52;
51200,0.017173,0.143461,0.009137,0.007347,0.25,0.16,0.77,54;
51200,0.017576,0.135626,0.008793,0.007290,0.25,0.16,0.71,58;
51200,0.011964,0.143949,0.007668,0.005057,0.31,0.10,0.71,59;
51200,0.017859,0.142686,0.009188,0.007427,0.29,0.15,0.74,60;
51200,0.012196,0.178347,0.008235,0.005160,0.32,0.16,0.81,60;
51200,0.017642,0.141249,0.009113,0.007383,0.21,0.22,0.88,48;
51200,0.017889,0.139810,0.009302,0.007406,0.28,0.13,0.70,60;
51200,0.017556,0.144324,0.009064,0.007448,0.28,0.13,0.71,58;
51200,0.017411,0.139900,0.008928,0.007483,0.31,0.11,0.70,59;
51200,0.012702,0.150250,0.007542,0.004895,0.32,0.11,0.72,60;
51200,0.017843,0.139038,0.008995,0.007383,0.29,0.12,0.70,60;
51200,0.017647,0.190126,0.008917,0.007496,0.35,0.17,0.76,69;
51200,0.012409,0.149768,0.007649,0.004959,0.30,0.13,0.76,56;
