Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
819200,401408,0.077315,2.743190,0.118874,0.099807,2.748842,26.078919,0.185677,0.004409,58.00,0.30,31.25,186;
819200,401408,0.126981,1.971903,0.138232,0.104472,1.978157,26.277044,0.219833,0.005603,56.99,0.31,31.01,184;
819200,401408,0.115865,2.838094,0.154546,0.117786,2.844297,26.199774,0.212314,0.005753,58.55,0.32,31.52,186;
819200,401408,0.071579,2.736478,0.119978,0.097125,2.742075,26.172142,0.188699,0.004196,58.11,0.33,31.30,186;
819200,401408,0.131153,1.988500,0.136351,0.102407,1.994662,26.223266,0.218219,0.005729,56.92,0.32,31.00,184;
819200,401408,0.122046,1.992306,0.139637,0.103443,1.998557,25.861886,0.214245,0.005850,56.19,0.31,30.33,186;
819200,401408,0.076593,2.777971,0.117741,0.095651,2.783285,26.187630,0.187555,0.004944,58.22,0.36,31.65,185;
819200,401408,0.075584,2.758643,0.118807,0.097440,2.764088,26.287761,0.191348,0.004143,58.38,0.35,31.44,186;
819200,401408,0.125095,1.994811,0.141709,0.104296,2.001061,26.281492,0.219931,0.005743,57.06,0.30,31.04,184;
819200,401408,0.125224,1.972511,0.111490,0.097956,1.978226,26.249963,0.190091,0.005077,56.93,0.28,30.70,186;
819200,401408,0.073719,2.026492,0.112519,0.098295,2.032245,26.280096,0.183950,0.005180,56.94,0.29,30.99,184;
819200,401408,0.077104,2.743919,0.119065,0.096967,2.749404,26.203547,0.185714,0.004498,58.22,0.31,31.37,186;
819200,401408,0.132537,2.526024,0.166103,0.149375,2.532303,26.235212,0.240934,0.005851,58.00,0.37,31.54,185;
819200,401408,0.087949,2.737101,0.117846,0.098437,2.742143,26.285270,0.188939,0.004707,58.40,0.30,31.43,186;
819200,401408,0.126947,1.975419,0.136115,0.105206,1.981675,26.242148,0.211902,0.005930,56.87,0.35,30.95,184;
819200,401408,0.075897,1.950549,0.112422,0.098093,1.955992,26.156273,0.188144,0.005096,56.51,0.34,30.51,186;
819200,401408,0.076882,1.964996,0.110901,0.097108,1.970621,26.201991,0.186296,0.004806,56.73,0.24,30.26,188;
819200,401408,0.073096,2.762676,0.117704,0.095551,2.768196,26.274422,0.184731,0.004206,58.42,0.27,31.42,186;
819200,401408,0.070900,2.783692,0.118324,0.096835,2.789293,26.253824,0.183253,0.004272,58.40,0.29,31.71,185;
819200,401408,0.067230,1.965451,0.110660,0.097859,1.971003,26.207258,0.185952,0.004920,56.73,0.23,30.26,188;
819200,401408,0.072572,1.967048,0.111865,0.097999,1.972712,26.067129,0.190738,0.005185,56.39,0.32,30.44,186;
819200,401408,0.147205,2.776462,0.146249,0.105630,2.782716,26.253450,0.211571,0.006094,58.50,0.39,31.80,185;
819200,401408,0.088986,2.727181,0.118301,0.095886,2.732636,26.111014,0.193814,0.004048,58.04,0.31,31.25,186;
819200,401408,0.077247,2.027028,0.110929,0.098012,2.032770,26.199928,0.183958,0.004460,56.82,0.26,30.90,184;
819200,401408,0.121673,1.992383,0.136762,0.103534,1.998639,26.136221,0.211749,0.006098,56.70,0.34,30.61,186;
