Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
204800,0.069318,0.641181,0.056007,0.027815,1.07,0.46,1.42,107;
204800,0.046773,0.740599,0.044311,0.020338,1.19,0.48,1.53,109;
204800,0.046739,0.680859,0.044113,0.020485,1.12,0.43,1.53,102;
204800,0.067332,0.715897,0.058317,0.028704,1.23,0.45,1.53,110;
204800,0.068870,0.640292,0.054800,0.027696,1.07,0.45,1.42,107;
204800,0.046470,0.679962,0.045223,0.020745,1.15,0.42,1.42,109;
204800,0.070029,0.630434,0.055804,0.027667,1.05,0.46,1.43,106;
204800,0.047169,0.687421,0.044605,0.020493,1.15,0.43,1.42,111;
204800,0.066829,0.731282,0.056546,0.027822,1.27,0.44,1.53,112;
204800,0.069469,0.632476,0.056699,0.027962,1.02,0.50,1.42,106;
204800,0.046517,0.684759,0.045195,0.020327,1.12,0.45,1.42,110;
204800,0.045765,0.685726,0.043359,0.020056,1.28,0.30,2.96,53;
204800,0.068994,0.637262,0.057050,0.027937,1.05,0.47,1.43,106;
204800,0.070102,0.696623,0.057833,0.028321,1.14,0.52,1.53,108;
204800,0.046925,0.780202,0.044682,0.020135,1.26,0.50,1.53,115;
204800,0.047381,0.696623,0.045073,0.020188,1.20,0.40,1.43,112;
204800,0.068071,0.618994,0.056332,0.027890,1.06,0.42,1.43,103;
204800,0.047002,0.706870,0.046131,0.020659,1.18,0.43,1.42,113;
204800,0.069872,0.657461,0.056225,0.027903,1.10,0.47,1.47,107;
204800,0.069850,0.631842,0.057570,0.027787,1.14,0.38,1.39,109;
204800,0.066848,0.627617,0.055705,0.027645,1.10,0.40,1.42,105;
204800,0.068049,0.694348,0.044456,0.021764,1.17,0.46,1.42,114;
204800,0.069711,0.629770,0.058010,0.027657,1.03,0.48,1.43,105;
204800,0.046233,0.775475,0.046845,0.020882,1.21,0.55,3.27,54;
204800,0.069185,0.628855,0.056317,0.028079,1.09,0.40,1.42,105;
