Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
204800,0.069009,0.576194,0.057938,0.029967,1.56,0.55,1.32,159;
204800,0.047341,0.623927,0.044611,0.021484,1.61,0.59,1.32,166;
204800,0.046915,0.626183,0.043488,0.021265,1.56,0.62,1.43,153;
204800,0.047461,0.708702,0.045821,0.021843,1.75,0.69,1.43,171;
204800,0.047171,0.552142,0.046867,0.021804,1.34,0.62,1.32,148;
204800,0.046903,0.606066,0.045194,0.021185,1.51,0.62,1.42,149;
204800,0.047369,0.655937,0.045132,0.021500,1.65,0.63,2.65,86;
204800,0.050351,0.572739,0.046660,0.022780,1.45,0.58,1.32,153;
204800,0.069365,0.575929,0.057927,0.029446,1.55,0.55,1.32,158;
204800,0.047781,0.572098,0.046909,0.021837,1.43,0.60,1.32,153;
204800,0.069607,0.587930,0.058126,0.029620,1.56,0.59,1.43,151;
204800,0.047352,0.637401,0.045269,0.021633,1.60,0.63,1.43,156;
204800,0.069767,0.584233,0.058207,0.028685,1.57,0.57,1.42,149;
204800,0.069336,0.654289,0.057978,0.029248,1.69,0.65,1.42,164;
204800,0.070140,0.575896,0.059200,0.029354,1.47,0.64,1.32,159;
204800,0.047147,0.564502,0.044245,0.021022,1.41,0.59,1.32,151;
204800,0.069331,0.581901,0.058089,0.029599,1.53,0.59,1.43,149;
204800,0.068989,0.574801,0.058787,0.029331,1.56,0.59,1.42,151;
204800,0.046524,0.653187,0.056674,0.028772,1.64,0.65,3.17,72;
204800,0.046508,0.603359,0.045286,0.021256,1.53,0.61,1.43,149;
204800,0.069595,0.592726,0.058890,0.029686,1.51,0.65,1.42,151;
204800,0.047742,0.567025,0.045660,0.021699,1.51,0.50,1.32,151;
204800,0.046969,0.569027,0.045074,0.021446,1.39,0.62,1.32,152;
204800,0.047609,0.630673,0.044648,0.021544,1.61,0.69,1.43,161;
204800,0.047778,0.640158,0.046062,0.021865,1.57,0.66,1.43,157;
