Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
12500,20.508962,44.695646,0.920260,34.895585,128.57,2.02,67.66,193;
12500,20.195612,44.726765,0.965550,34.743623,127.94,2.09,67.11,193;
12500,20.799325,43.722722,0.927632,34.048939,127.20,2.03,64.91,199;
12500,20.305596,44.579941,0.950650,34.810358,128.08,1.96,66.82,194;
12500,20.637802,44.291377,0.952028,34.582255,128.11,1.93,65.31,199;
12500,10.147564,22.603943,0.667668,12.758828,64.03,1.65,34.64,189;
12500,10.347763,22.754996,0.670050,12.655685,64.71,1.72,35.96,184;
12500,10.343641,22.836304,0.674080,12.911841,64.85,1.68,35.06,189;
12500,20.791560,52.004919,0.893355,34.539870,143.64,2.17,75.27,193;
12500,9.812598,29.628673,0.615487,12.336451,77.25,1.82,41.62,189;
12500,20.578051,52.521087,0.899165,34.753624,144.25,2.18,75.57,193;
12500,20.295753,44.044572,0.941447,34.434534,127.09,1.79,66.53,193;
12500,9.620715,29.202391,0.621811,12.023638,75.96,1.87,41.27,188;
12500,20.283992,44.502572,0.982401,34.596118,127.89,1.95,67.01,193;
12500,20.579079,44.654748,0.978611,34.719119,128.65,2.00,67.70,192;
12500,20.545341,43.998701,0.929664,34.122596,127.34,1.94,66.73,193;
12500,9.732441,29.386438,0.633423,12.110371,76.66,1.77,41.58,188;
12500,10.148666,29.595358,0.623413,12.359118,77.93,1.75,41.92,190;
12500,10.072833,29.453068,0.618779,12.265849,77.37,1.87,41.98,188;
12500,9.959016,29.845919,0.622110,12.324772,77.85,1.95,41.99,190;
12500,10.291301,22.566813,0.665346,12.596606,64.17,1.71,35.31,186;
12500,9.944216,29.486683,0.626047,12.066827,77.33,1.77,41.63,189;
12500,9.925579,29.606419,0.623146,12.281843,77.46,1.79,42.00,188;
12500,20.443459,44.381165,0.927196,34.648615,127.90,1.93,67.01,193;
12500,9.730400,29.283569,0.631353,12.028907,76.33,1.89,41.48,188;
