Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
12500,9.975132,27.787880,0.909101,12.404079,55.60,20.12,40.53,186;
12500,10.087241,28.116222,0.869771,13.454221,57.60,19.00,40.48,189;
12500,9.811544,25.893680,0.848524,12.110146,54.28,17.38,38.49,186;
12500,10.023677,25.271617,0.850266,12.417866,53.60,17.19,37.84,187;
12500,10.176060,26.915299,0.908857,12.379730,55.10,19.31,39.85,186;
12500,9.883033,25.391873,0.854439,12.444277,53.53,17.22,37.76,187;
12500,20.268606,43.368719,1.236619,33.151381,100.46,27.03,64.61,197;
12500,10.662533,25.313298,0.909417,12.476117,63.49,23.26,45.44,190;
12500,9.868003,25.498156,0.855842,12.915953,54.43,16.52,38.29,185;
12500,10.148209,25.826210,0.905711,12.562788,54.01,18.12,38.19,188;
12500,10.241148,25.017438,0.910398,12.340997,52.64,18.12,37.78,187;
12500,20.408507,44.765032,1.180438,34.631066,102.86,27.69,67.78,192;
12500,9.659395,27.106572,0.842944,11.980700,54.88,18.85,39.11,188;
12500,9.657145,25.027622,0.877384,12.164194,52.18,17.38,37.47,185;
12500,20.018061,43.575326,1.176585,33.145249,100.27,27.12,65.94,193;
12500,9.621516,25.360176,0.838305,11.701742,52.88,17.32,35.87,195;
12500,9.815578,25.937075,0.885041,12.844494,53.40,18.27,38.10,188;
12500,20.829195,44.561279,1.254087,34.129872,104.04,27.01,68.15,192;
12500,20.448622,44.911472,1.243188,34.484655,103.41,27.53,67.78,193;
12500,20.037342,44.455497,1.242987,34.061563,103.34,25.95,67.37,191;
12500,10.185965,25.814692,0.912266,12.128155,53.41,18.80,38.29,188;
12500,20.190203,43.212529,1.256848,32.881620,100.07,26.93,65.73,193;
12500,20.424219,44.400426,1.214527,33.868253,102.64,27.30,67.84,191;
12500,20.494807,45.223148,1.269668,34.727508,104.18,27.54,68.13,193;
12500,9.917249,25.302598,0.848572,12.127167,56.00,14.64,36.04,196;
