Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
150000,71094,0.037401,0.621389,0.025558,0.000138,0.621519,1.111328,0.025510,0.000223,3.55,0.12,2.10,174;
150000,71094,0.070323,0.444033,0.027375,0.000139,0.444146,1.084646,0.037836,0.000292,3.23,0.13,1.94,172;
150000,71094,0.032649,0.623867,0.026307,0.000129,0.623999,1.091454,0.025210,0.000294,3.52,0.12,2.11,172;
150000,71094,0.049489,0.485776,0.024950,0.000160,0.485904,1.124640,0.026847,0.000296,3.37,0.10,3.83,90;
150000,71094,0.032947,0.623756,0.025096,0.000130,0.623888,1.119927,0.025494,0.000228,3.60,0.09,2.10,175;
150000,71094,0.073653,0.438163,0.027334,0.000141,0.438269,1.081869,0.038117,0.000298,3.19,0.16,1.94,172;
150000,71094,0.072942,0.445452,0.027035,0.000129,0.445557,1.089155,0.038496,0.000287,3.24,0.13,1.95,172;
150000,71094,0.072312,0.444498,0.026915,0.000146,0.444610,1.100266,0.037667,0.000291,3.27,0.12,1.96,173;
150000,71094,0.072899,0.443309,0.027091,0.000137,0.443424,1.094932,0.038105,0.000229,3.27,0.11,2.01,168;
150000,71094,0.055308,0.442168,0.023096,0.000125,0.442292,1.102655,0.026117,0.000322,3.24,0.10,3.46,96;
150000,71094,0.043158,0.629489,0.025465,0.000131,0.629621,1.093320,0.025621,0.000286,3.56,0.11,2.10,174;
150000,71094,0.089445,0.442181,0.026538,0.000146,0.442297,1.100078,0.037483,0.000288,3.26,0.16,1.99,171;
150000,71094,0.034429,0.618905,0.025558,0.000140,0.619001,1.071471,0.025770,0.000232,3.48,0.10,2.06,173;
150000,71094,0.052176,0.456854,0.024380,0.000110,0.456977,1.128996,0.025801,0.000285,3.31,0.10,3.87,88;
150000,71094,0.038899,0.627565,0.025905,0.000149,0.627685,1.123752,0.024986,0.000258,3.60,0.13,2.16,172;
150000,71094,0.046017,0.443367,0.024009,0.000128,0.443523,1.102498,0.025650,0.000335,3.23,0.10,3.45,96;
150000,71094,0.072659,0.629867,0.030098,0.000124,0.629982,1.093522,0.037806,0.000295,3.62,0.14,2.17,173;
150000,71094,0.045214,0.617749,0.026005,0.000131,0.617876,1.119838,0.025524,0.000273,3.57,0.13,2.11,174;
150000,71094,0.038780,0.612758,0.024975,0.000125,0.612886,1.096074,0.025495,0.000242,3.54,0.09,2.08,174;
150000,71094,0.043575,0.451655,0.023770,0.000124,0.451780,1.120002,0.025457,0.000241,3.24,0.12,3.50,96;
150000,71094,0.073657,0.438253,0.027421,0.000139,0.438357,1.084731,0.037057,0.000364,3.21,0.14,1.97,169;
150000,71094,0.042659,0.618160,0.025657,0.000134,0.618289,1.117515,0.025456,0.000329,3.58,0.12,3.63,102;
150000,71094,0.032570,0.621510,0.025147,0.000131,0.621607,1.084747,0.025341,0.000216,3.50,0.10,2.07,174;
150000,71094,0.078245,0.443011,0.026792,0.000146,0.443130,1.096069,0.038088,0.000330,3.23,0.17,1.99,171;
150000,71094,0.044297,0.469603,0.025864,0.000113,0.469732,1.114293,0.026571,0.000273,3.27,0.13,3.78,89;
