Nvert,NvertAfterCuda,init,mpi_tarjan,split,merge,total_only_mpi,preprocess,conversion,finalize,user,system,elapsed,pCPU
150000,71094,0.074983,0.493319,0.026044,0.000138,0.493435,1.091695,0.037872,0.000295,2.72,0.80,2.33,151;
150000,71094,0.048885,0.641808,0.022840,0.000129,0.641953,1.108422,0.025748,0.000201,2.91,0.86,2.77,136;
150000,71094,0.043610,0.451088,0.023192,0.000129,0.451235,1.084602,0.025369,0.000338,2.63,0.71,2.47,135;
150000,71094,0.081641,0.571334,0.025217,0.000136,0.571460,1.129453,0.037975,0.000323,2.87,0.93,2.54,149;
150000,71094,0.091044,0.447712,0.025227,0.000137,0.447847,1.104290,0.038562,0.000289,2.65,0.85,5.31,66;
150000,71094,0.044488,0.519703,0.022615,0.000130,0.519848,1.126278,0.025238,0.000284,2.91,0.66,2.43,147;
150000,71094,0.073930,0.409440,0.025791,0.000140,0.409568,1.101427,0.037818,0.000383,2.61,0.75,2.32,144;
150000,71094,0.045007,0.408254,0.023357,0.000126,0.408402,1.123255,0.024751,0.000319,2.72,0.61,2.42,137;
150000,71094,0.050868,0.430750,0.025848,0.000139,0.430881,1.122765,0.025078,0.000271,2.71,0.65,2.32,145;
150000,71094,0.085564,0.565153,0.025841,0.000145,0.565272,1.102253,0.038479,0.000293,2.85,0.87,5.59,66;
150000,71094,0.096780,0.595898,0.026750,0.000148,0.596018,1.074623,0.037343,0.000393,2.90,0.84,2.70,138;
150000,71094,0.046504,0.637282,0.023601,0.000128,0.637395,1.118502,0.025076,0.000269,2.97,0.81,2.56,147;
150000,71094,0.032762,0.446436,0.022736,0.000135,0.446587,1.100903,0.025763,0.000286,2.72,0.61,2.47,134;
150000,71094,0.087327,0.421047,0.025436,0.000137,0.421177,1.090575,0.037985,0.000333,2.58,0.82,2.32,146;
150000,71094,0.053485,0.644142,0.022696,0.000127,0.644246,1.116403,0.025506,0.000223,3.03,0.81,6.21,61;
150000,71094,0.082486,0.630599,0.026692,0.000146,0.630781,1.097770,0.038055,0.000377,2.98,0.87,2.78,138;
150000,71094,0.081592,0.405994,0.025848,0.000119,0.406109,1.099612,0.038049,0.000283,2.63,0.75,2.31,146;
150000,71094,0.073615,0.443020,0.025407,0.000140,0.443133,1.080506,0.037275,0.000340,2.62,0.78,2.28,149;
150000,71094,0.085679,0.568633,0.025319,0.000140,0.568757,1.105542,0.038564,0.000261,2.94,0.77,2.46,151;
150000,71094,0.048481,0.409099,0.022104,0.000129,0.409243,1.114058,0.025375,0.000238,2.63,0.70,3.86,86;
150000,71094,0.043927,0.541030,0.022529,0.000123,0.541139,1.109991,0.025384,0.000269,2.85,0.74,2.47,145;
150000,71094,0.101907,0.401151,0.025503,0.000155,0.401284,1.091250,0.037134,0.000362,2.62,0.77,2.33,145;
150000,71094,0.080204,0.417290,0.025369,0.000148,0.417411,1.116208,0.038155,0.000289,2.64,0.79,2.47,138;
150000,71094,0.033675,0.499099,0.022301,0.000143,0.499243,1.122365,0.025523,0.000266,2.73,0.76,2.42,144;
150000,71094,0.059291,0.577392,0.021729,0.000118,0.577531,1.108988,0.026679,0.000247,2.85,0.82,5.21,70;
