verteces,verteces_after,init,destroy,tarjan,preprocess_time,user,system,elapsed,pCPU
1000000,0,0.026003,0.000176,0.000001,0.004785,0.03,0.00,0.03,100;
1000000,0,0.025698,0.000196,0.000001,0.004702,0.02,0.00,0.03,96;
1000000,0,0.025548,0.000187,0.000001,0.004749,0.03,0.00,0.03,96;
1000000,0,0.025398,0.000189,0.000001,0.004725,0.02,0.00,0.03,96;
1000000,0,0.025415,0.000197,0.000001,0.004741,0.02,0.00,0.03,93;
1000000,0,0.025989,0.000223,0.000000,0.004844,0.03,0.00,0.03,100;
1000000,0,0.025513,0.000189,0.000000,0.004767,0.02,0.00,0.03,96;
1000000,0,0.025210,0.000171,0.000000,0.004884,0.03,0.00,0.03,100;
1000000,0,0.025969,0.000200,0.000001,0.004821,0.03,0.00,0.03,100;
1000000,0,0.026333,0.000213,0.000001,0.004844,0.02,0.00,0.03,96;
1000000,0,0.025474,0.000188,0.000000,0.004705,0.02,0.00,0.03,96;
1000000,0,0.025354,0.000197,0.000000,0.004733,0.03,0.00,0.03,100;
1000000,0,0.026128,0.000187,0.000001,0.004812,0.02,0.00,0.03,96;
1000000,0,0.025609,0.000159,0.000001,0.004712,0.02,0.00,0.03,96;
1000000,0,0.025456,0.000201,0.000001,0.004723,0.02,0.00,0.03,100;
1000000,0,0.026040,0.000197,0.000001,0.004914,0.01,0.01,0.03,96;
1000000,0,0.025952,0.000219,0.000000,0.004819,0.02,0.00,0.03,96;
1000000,0,0.025350,0.000211,0.000001,0.004765,0.03,0.00,0.03,100;
1000000,0,0.025903,0.000194,0.000001,0.004848,0.02,0.00,0.03,96;
1000000,0,0.025418,0.000202,0.000000,0.004726,0.02,0.00,0.03,96;
1000000,0,0.025252,0.000178,0.000001,0.004802,0.03,0.00,0.03,100;
1000000,0,0.025863,0.000185,0.000001,0.004802,0.03,0.00,0.03,100;
1000000,0,0.025515,0.000175,0.000001,0.004730,0.02,0.00,0.03,96;
1000000,0,0.025472,0.000224,0.000001,0.004773,0.02,0.00,0.03,96;
1000000,0,0.026082,0.000167,0.000000,0.004921,0.02,0.00,0.03,96;
