Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,0.385339,20.747880,0.290478,0.000379,41.80,0.54,21.45,197;
500000,0.601962,20.650407,0.381397,0.000472,42.09,0.55,23.42,182;
500000,0.409411,13.983154,0.298696,0.000386,28.45,0.42,16.82,171;
500000,0.570394,13.040743,0.374985,0.000423,26.94,0.37,13.92,196;
500000,0.399871,14.053694,0.299006,0.000379,28.50,0.49,16.59,174;
500000,0.398304,14.638528,0.290579,0.000378,29.74,0.42,15.39,195;
500000,0.385758,13.210805,0.292811,0.000406,26.91,0.37,15.73,173;
500000,0.398612,20.833394,0.290605,0.000392,41.93,0.59,21.55,197;
500000,0.595207,13.269022,0.379843,0.000429,27.32,0.50,15.99,173;
500000,0.383579,20.515890,0.288879,0.000420,41.36,0.52,21.23,197;
500000,0.389357,20.397191,0.288804,0.000390,41.22,0.42,22.94,181;
500000,0.578552,20.579783,0.378544,0.000446,41.94,0.50,23.60,179;
500000,0.407648,13.284570,0.284279,0.000375,27.05,0.42,15.52,177;
500000,0.575649,13.343965,0.376507,0.000434,27.52,0.43,14.27,195;
500000,0.391731,20.565171,0.292412,0.000388,41.36,0.62,23.11,181;
500000,0.397531,13.343236,0.283955,0.000371,27.15,0.42,16.18,170;
500000,0.390707,15.253237,0.291334,0.000376,30.91,0.45,15.95,196;
500000,0.574918,13.353805,0.378118,0.000425,27.51,0.44,16.06,174;
500000,0.574193,13.166748,0.377885,0.000430,27.15,0.43,14.06,196;
500000,0.575595,13.327677,0.375685,0.000428,27.49,0.43,16.06,173;
500000,0.591046,13.147903,0.376981,0.000427,27.21,0.37,14.05,196;
500000,0.580074,13.343607,0.380592,0.000428,27.43,0.51,16.05,174;
500000,0.390340,20.745453,0.289590,0.000400,41.85,0.50,21.45,197;
500000,0.393036,20.559398,0.289578,0.000397,41.48,0.51,22.81,184;
500000,0.575214,13.265879,0.378512,0.000428,27.32,0.45,16.25,170;
