Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
500000,0.579781,6.436880,0.350030,0.000431,16.25,5.42,9.56,226;
500000,0.393307,6.800724,0.269659,0.000378,17.26,5.09,8.18,273;
500000,0.392389,7.104864,0.266068,0.000375,17.75,5.51,8.63,269;
500000,0.406426,6.845912,0.271184,0.000391,17.45,5.07,9.99,225;
500000,0.573775,6.719306,0.350078,0.000435,17.59,5.13,8.39,270;
500000,0.385328,7.129797,0.268484,0.000384,17.77,5.46,11.25,206;
500000,0.587826,6.127159,0.347980,0.000428,15.98,4.98,7.78,269;
500000,0.574202,6.126443,0.347573,0.000427,16.00,4.85,10.43,199;
500000,0.572683,6.108550,0.355308,0.000428,15.55,4.68,7.37,274;
500000,0.574462,6.713151,0.353337,0.000457,17.52,5.18,8.39,270;
500000,0.392499,7.108417,0.268025,0.000374,17.56,5.53,10.27,224;
500000,0.416830,6.062430,0.271558,0.000383,15.22,4.53,7.32,269;
500000,0.394911,6.802493,0.267015,0.000382,17.15,5.19,8.39,266;
500000,0.573314,6.144430,0.349553,0.000426,15.91,5.07,9.44,222;
500000,0.392124,6.904798,0.265568,0.000409,17.48,5.16,8.40,269;
500000,0.387534,6.709216,0.266449,0.000383,16.93,5.14,8.20,269;
500000,0.577951,6.188411,0.357117,0.000425,16.20,4.93,9.35,225;
500000,0.396623,7.044912,0.264391,0.000366,17.60,5.48,8.59,268;
500000,0.384349,6.999304,0.262535,0.000375,17.38,5.39,11.05,206;
500000,0.393404,6.928818,0.269846,0.000385,17.51,5.22,8.39,270;
500000,0.567808,6.361886,0.352509,0.000443,16.28,5.36,7.98,271;
500000,0.600027,7.132701,0.350183,0.000430,18.29,5.54,10.23,232;
500000,0.590841,6.579135,0.353743,0.000417,16.69,5.59,8.18,272;
500000,0.579710,6.052036,0.354409,0.000444,15.53,4.77,7.37,275;
500000,0.389788,6.513646,0.263497,0.000383,16.48,4.82,9.62,221;
