Nvert,init,tarjan,split,merge,user,elapsed,system,pCPU
500000,0.388113,11.485054,0.279920,0.000379,18.33,5.55,78.65,30;
500000,0.384538,9.984042,0.275664,0.000386,15.84,5.01,12.68,164;
500000,0.578253,9.991575,0.340858,0.000381,16.08,5.19,11.26,188;
500000,0.387511,9.371691,0.279769,0.000368,15.23,4.40,12.07,162;
500000,0.576388,9.575829,0.362448,0.000429,15.71,4.73,10.85,188;
500000,0.585079,9.779642,0.364736,0.000423,15.79,5.08,12.69,164;
500000,0.389849,11.043016,0.278689,0.000374,17.74,5.24,12.28,187;
500000,0.391055,9.762814,0.280130,0.000373,15.56,4.86,12.28,166;
500000,0.386244,11.042470,0.276418,0.000380,17.80,5.18,12.18,188;
500000,0.390661,10.952546,0.281080,0.000392,17.76,5.05,13.61,167;
500000,0.386555,9.947198,0.367060,0.000423,15.66,5.13,12.48,166;
500000,0.389595,11.267703,0.282082,0.000388,18.11,5.32,13.99,167;
500000,0.389315,10.960980,0.279103,0.000399,17.76,5.03,13.67,166;
500000,0.576057,9.335624,0.363893,0.000429,15.11,4.85,12.04,165;
500000,0.405119,9.973199,0.285599,0.000397,15.89,4.97,12.72,163;
500000,0.393860,9.930171,0.281118,0.000376,15.71,5.05,12.45,166;
500000,0.391113,9.744047,0.282343,0.000375,15.57,4.81,12.28,165;
500000,0.386372,9.588100,0.286738,0.000382,15.58,4.46,12.18,164;
500000,0.391196,9.771122,0.281266,0.000370,15.67,4.77,12.18,167;
500000,0.389808,9.530037,0.282504,0.000370,15.22,4.73,12.08,165;
500000,0.583779,9.576568,0.365447,0.000432,15.66,4.80,10.85,188;
500000,0.570260,10.012332,0.363687,0.000416,16.24,5.04,12.69,167;
500000,0.383336,9.750447,0.277520,0.000377,15.60,4.78,12.28,165;
500000,0.571860,9.799146,0.365203,0.000431,15.89,4.96,12.48,167;
500000,0.391613,9.528560,0.365168,0.000426,15.19,4.77,12.08,165;
