Nvert,init,tarjan,split,merge,user,system,elapsed,pCPU
819200,0.187980,4.220448,0.238242,0.078843,8.53,0.40,6.82,130;
819200,0.228283,3.092948,0.232340,0.085155,6.30,0.44,3.63,185;
819200,0.192087,4.229696,0.243370,0.079134,8.49,0.47,4.75,188;
819200,0.274982,2.951728,0.284945,0.104359,6.08,0.47,3.54,185;
819200,0.187944,2.906084,0.221601,0.079090,5.91,0.36,3.44,182;
819200,0.273610,2.978041,0.288790,0.103632,6.21,0.41,5.39,122;
819200,0.280464,3.017421,0.287842,0.102887,6.29,0.41,3.63,184;
819200,0.187720,4.222101,0.236319,0.077471,8.46,0.46,4.74,188;
819200,0.274780,4.302875,0.307587,0.104398,8.77,0.51,4.92,188;
819200,0.189700,4.264704,0.242005,0.077943,8.48,0.53,4.84,186;
819200,0.273108,2.971933,0.292792,0.104091,6.17,0.44,5.39,122;
819200,0.276775,2.975445,0.294987,0.104272,6.11,0.50,3.57,185;
819200,0.274907,2.953351,0.290330,0.103891,6.14,0.43,3.55,184;
819200,0.274435,4.269823,0.308315,0.104186,8.76,0.45,4.88,188;
819200,0.192041,2.936660,0.224933,0.080422,6.03,0.33,3.47,183;
819200,0.272176,2.992499,0.289671,0.102426,6.18,0.46,5.41,122;
819200,0.272420,2.945188,0.283234,0.103787,6.17,0.38,3.54,185;
819200,0.273340,2.950819,0.284701,0.103003,6.11,0.44,3.54,185;
819200,0.275212,2.964631,0.293090,0.103705,6.21,0.37,3.55,185;
819200,0.193925,2.921565,0.224338,0.079919,5.91,0.41,3.57,177;
819200,0.191486,2.965785,0.238022,0.081014,6.05,0.36,5.01,128;
819200,0.276221,2.952132,0.288082,0.103256,6.11,0.45,3.54,185;
819200,0.189288,4.245692,0.236823,0.077764,8.50,0.48,4.76,188;
819200,0.274649,2.975836,0.295855,0.102934,6.17,0.44,3.56,185;
819200,0.271752,2.993094,0.288599,0.104338,6.12,0.51,3.60,184;
